kernel,gx,gy,gz,bx,by,bz,funcId,smefficiency 
1,8,1,20,2,10,32,47,94.25 
0,8,2,10,2,10,32,63,72.86
1,8,2,10,2,10,32,63,94.66 
0,8,4,5,2,10,32,63,72.9
1,8,4,5,2,10,32,63,93.21 
0,8,5,4,2,10,32,63,71.63
1,8,5,4,2,10,32,63,94.47 
0,8,10,2,2,10,32,63,72.26
1,8,10,2,2,10,32,63,93.9 
0,8,20,1,2,10,32,55,72.46
1,8,20,1,2,10,32,55,93.68 
0,10,1,16,2,10,32,47,70.56
1,10,1,16,2,10,32,47,94.71 
0,10,2,8,2,10,32,63,72.41
1,10,2,8,2,10,32,63,94.18 
0,10,4,4,2,10,32,63,70.51
1,10,4,4,2,10,32,63,93.51 
0,10,8,2,2,10,32,63,70.18
1,10,8,2,2,10,32,63,93.17 
0,10,16,1,2,10,32,55,70.19
1,10,16,1,2,10,32,55,95.24 
0,16,1,10,2,10,32,47,72.1
1,16,1,10,2,10,32,47,95.18 
0,16,2,5,2,10,32,63,70.8
1,16,2,5,2,10,32,63,94.47 
0,16,5,2,2,10,32,63,71.77
1,16,5,2,2,10,32,63,92.99 
0,16,10,1,2,10,32,55,70.62
1,16,10,1,2,10,32,55,94.95 
0,20,1,8,2,10,32,47,71.14
1,20,1,8,2,10,32,47,93.5 
0,20,2,4,2,10,32,63,72.45
1,20,2,4,2,10,32,63,94.36 
0,20,4,2,2,10,32,63,71.26
1,20,4,2,2,10,32,63,94.51 
0,20,8,1,2,10,32,55,72.06
1,20,8,1,2,10,32,55,95.21 
0,32,1,5,2,10,32,47,72.09
1,32,1,5,2,10,32,47,95.21 
0,32,5,1,2,10,32,55,70.74
1,32,5,1,2,10,32,55,95.13 
0,40,1,4,2,10,32,47,70.52
1,40,1,4,2,10,32,47,93.58 
0,40,2,2,2,10,32,63,71.84
1,40,2,2,2,10,32,63,93.68 
0,40,4,1,2,10,32,55,72.0
1,40,4,1,2,10,32,55,94.47 
0,80,1,2,2,10,32,47,72.14
1,80,1,2,2,10,32,47,94.47 
0,80,2,1,2,10,32,55,71.49
1,80,2,1,2,10,32,55,93.14 
0,160,1,1,2,10,32,39,70.32
1,160,1,1,2,10,32,39,93.68 
0,1,1,200,1,16,32,11,70.1
1,1,1,200,1,16,32,11,94.5 
0,1,2,100,1,16,32,27,71.94
1,1,2,100,1,16,32,27,92.01 
0,1,4,50,1,16,32,27,70.05
1,1,4,50,1,16,32,27,91.88 
0,1,5,40,1,16,32,27,71.28
1,1,5,40,1,16,32,27,95.67 
0,1,8,25,1,16,32,27,71.69
1,1,8,25,1,16,32,27,93.73 
0,1,10,20,1,16,32,27,70.97
1,1,10,20,1,16,32,27,94.16 
0,1,20,10,1,16,32,27,70.25
1,1,20,10,1,16,32,27,93.65 
0,1,25,8,1,16,32,27,70.91
1,1,25,8,1,16,32,27,93.13 
0,1,40,5,1,16,32,27,71.79
1,1,40,5,1,16,32,27,94.23 
0,1,50,4,1,16,32,27,71.33
1,1,50,4,1,16,32,27,92.6 
0,1,100,2,1,16,32,27,72.75
1,1,100,2,1,16,32,27,90.07 
0,1,200,1,1,16,32,19,71.97
1,1,200,1,1,16,32,19,93.61 
0,2,1,100,1,16,32,43,71.43
1,2,1,100,1,16,32,43,94.4 
0,2,2,50,1,16,32,59,72.34
1,2,2,50,1,16,32,59,93.1 
0,2,4,25,1,16,32,59,71.13
1,2,4,25,1,16,32,59,94.98 
0,2,5,20,1,16,32,59,71.01
1,2,5,20,1,16,32,59,95.08 
0,2,10,10,1,16,32,59,71.6
1,2,10,10,1,16,32,59,95.53 
0,2,20,5,1,16,32,59,70.98
1,2,20,5,1,16,32,59,94.16 
0,2,25,4,1,16,32,59,70.39
1,2,25,4,1,16,32,59,93.29 
0,2,50,2,1,16,32,59,72.84
1,2,50,2,1,16,32,59,91.09 
0,2,100,1,1,16,32,51,68.59
1,2,100,1,1,16,32,51,83.21 
0,4,1,50,1,16,32,43,71.07
1,4,1,50,1,16,32,43,95.09 
0,4,2,25,1,16,32,59,71.53
1,4,2,25,1,16,32,59,93.32 
0,4,5,10,1,16,32,59,72.81
1,4,5,10,1,16,32,59,92.53 
0,4,10,5,1,16,32,59,72.26
1,4,10,5,1,16,32,59,93.73 
0,4,25,2,1,16,32,59,71.06
1,4,25,2,1,16,32,59,93.41 
0,4,50,1,1,16,32,51,67.94
1,4,50,1,1,16,32,51,85.22 
0,5,1,40,1,16,32,43,70.93
1,5,1,40,1,16,32,43,92.67 
0,5,2,20,1,16,32,59,72.03
1,5,2,20,1,16,32,59,92.02 
0,5,4,10,1,16,32,59,70.16
1,5,4,10,1,16,32,59,93.7 
0,5,5,8,1,16,32,59,71.61
1,5,5,8,1,16,32,59,95.91 
0,5,8,5,1,16,32,59,71.26
1,5,8,5,1,16,32,59,92.61 
0,5,10,4,1,16,32,59,71.16
1,5,10,4,1,16,32,59,95.0 
0,5,20,2,1,16,32,59,71.02
1,5,20,2,1,16,32,59,90.71 
0,5,40,1,1,16,32,51,67.98
1,5,40,1,1,16,32,51,83.34 
0,8,1,25,1,16,32,43,68.59
1,8,1,25,1,16,32,43,95.44 
0,8,5,5,1,16,32,59,72.08
1,8,5,5,1,16,32,59,94.92 
0,8,25,1,1,16,32,51,68.97
1,8,25,1,1,16,32,51,84.87 
0,10,1,20,1,16,32,43,70.15
1,10,1,20,1,16,32,43,91.34 
0,10,2,10,1,16,32,59,72.4
1,10,2,10,1,16,32,59,92.02 
0,10,4,5,1,16,32,59,71.3
1,10,4,5,1,16,32,59,94.85 
0,10,5,4,1,16,32,59,71.39
1,10,5,4,1,16,32,59,91.93 
0,10,10,2,1,16,32,59,71.98
1,10,10,2,1,16,32,59,94.59 
0,10,20,1,1,16,32,51,69.05
1,10,20,1,1,16,32,51,84.79 
0,20,1,10,1,16,32,43,70.41
1,20,1,10,1,16,32,43,94.73 
0,20,2,5,1,16,32,59,70.64
1,20,2,5,1,16,32,59,91.68 
0,20,5,2,1,16,32,59,70.79
1,20,5,2,1,16,32,59,92.49 
0,20,10,1,1,16,32,51,67.02
1,20,10,1,1,16,32,51,84.62 
0,25,1,8,1,16,32,43,69.79
1,25,1,8,1,16,32,43,95.03 
0,25,2,4,1,16,32,59,71.87
1,25,2,4,1,16,32,59,92.55 
0,25,4,2,1,16,32,59,70.71
1,25,4,2,1,16,32,59,94.22 
0,25,8,1,1,16,32,51,69.66
1,25,8,1,1,16,32,51,84.11 
0,40,1,5,1,16,32,43,70.24
1,40,1,5,1,16,32,43,90.87 
0,40,5,1,1,16,32,51,68.33
1,40,5,1,1,16,32,51,83.74 
0,50,1,4,1,16,32,43,71.3
1,50,1,4,1,16,32,43,93.25 
0,50,2,2,1,16,32,59,72.14
1,50,2,2,1,16,32,59,96.13 
0,50,4,1,1,16,32,51,69.14
1,50,4,1,1,16,32,51,84.99 
0,100,1,2,1,16,32,43,70.56
1,100,1,2,1,16,32,43,94.74 
0,100,2,1,1,16,32,51,69.62
1,100,2,1,1,16,32,51,84.78 
0,200,1,1,1,16,32,35,70.27
1,200,1,1,1,16,32,35,92.22 
0,1,1,100,2,16,32,15,69.51
1,1,1,100,2,16,32,15,92.33 
0,1,2,50,2,16,32,31,70.96
1,1,2,50,2,16,32,31,90.48 
0,1,4,25,2,16,32,31,70.69
1,1,4,25,2,16,32,31,91.06 
0,1,5,20,2,16,32,31,71.39
1,1,5,20,2,16,32,31,90.92 
0,1,10,10,2,16,32,31,68.78
1,1,10,10,2,16,32,31,91.25 
0,1,20,5,2,16,32,31,70.76
1,1,20,5,2,16,32,31,91.24 
0,1,25,4,2,16,32,31,68.99
1,1,25,4,2,16,32,31,92.65 
0,1,50,2,2,16,32,31,70.96
1,1,50,2,2,16,32,31,91.14 
0,1,100,1,2,16,32,23,71.45
1,1,100,1,2,16,32,23,90.93 
0,2,1,50,2,16,32,47,69.68
1,2,1,50,2,16,32,47,90.45 
0,2,2,25,2,16,32,63,69.52
1,2,2,25,2,16,32,63,91.14 
0,2,5,10,2,16,32,63,69.91
1,2,5,10,2,16,32,63,91.22 
0,2,10,5,2,16,32,63,71.18
1,2,10,5,2,16,32,63,90.41 
0,2,25,2,2,16,32,63,71.77
1,2,25,2,2,16,32,63,91.2 
0,2,50,1,2,16,32,55,71.03
1,2,50,1,2,16,32,55,90.56 
0,4,1,25,2,16,32,47,70.67
1,4,1,25,2,16,32,47,89.47 
0,4,5,5,2,16,32,63,69.41
1,4,5,5,2,16,32,63,90.81 
0,4,25,1,2,16,32,55,68.49
1,4,25,1,2,16,32,55,92.38 
0,5,1,20,2,16,32,47,69.98
1,5,1,20,2,16,32,47,91.35 
0,5,2,10,2,16,32,63,70.6
1,5,2,10,2,16,32,63,90.22 
0,5,4,5,2,16,32,63,69.25
1,5,4,5,2,16,32,63,90.0 
0,5,5,4,2,16,32,63,69.0
1,5,5,4,2,16,32,63,91.49 
0,5,10,2,2,16,32,63,71.14
1,5,10,2,2,16,32,63,89.77 
0,5,20,1,2,16,32,55,69.5
1,5,20,1,2,16,32,55,91.56 
0,10,1,10,2,16,32,47,68.64
1,10,1,10,2,16,32,47,91.09 
0,10,2,5,2,16,32,63,68.28
1,10,2,5,2,16,32,63,90.05 
0,10,5,2,2,16,32,63,69.08
1,10,5,2,2,16,32,63,91.24 
0,10,10,1,2,16,32,55,68.11
1,10,10,1,2,16,32,55,91.21 
0,20,1,5,2,16,32,47,70.14
1,20,1,5,2,16,32,47,89.4 
0,20,5,1,2,16,32,55,69.87
1,20,5,1,2,16,32,55,90.54 
0,25,1,4,2,16,32,47,69.9
1,25,1,4,2,16,32,47,90.85 
0,25,2,2,2,16,32,63,70.01
1,25,2,2,2,16,32,63,90.09 
0,25,4,1,2,16,32,55,69.61
1,25,4,1,2,16,32,55,91.3 
0,50,1,2,2,16,32,47,69.3
1,50,1,2,2,16,32,47,89.75 
0,50,2,1,2,16,32,55,70.07
1,50,2,1,2,16,32,55,90.89 
0,100,1,1,2,16,32,39,70.02
1,100,1,1,2,16,32,39,89.16 
0,1,1,160,1,20,32,11,70.41
1,1,1,160,1,20,32,11,93.53 
0,1,2,80,1,20,32,27,70.42
1,1,2,80,1,20,32,27,94.8 
0,1,4,40,1,20,32,27,72.45
1,1,4,40,1,20,32,27,94.53 
0,1,5,32,1,20,32,27,64.95
1,1,5,32,1,20,32,27,93.99 
0,1,8,20,1,20,32,27,71.73
1,1,8,20,1,20,32,27,94.68 
0,1,10,16,1,20,32,27,70.21
1,1,10,16,1,20,32,27,93.2 
0,1,16,10,1,20,32,27,72.29
1,1,16,10,1,20,32,27,94.48 
0,1,20,8,1,20,32,27,71.43
1,1,20,8,1,20,32,27,93.83 
0,1,32,5,1,20,32,27,72.82
1,1,32,5,1,20,32,27,93.2 
0,1,40,4,1,20,32,27,71.36
1,1,40,4,1,20,32,27,94.46 
0,1,80,2,1,20,32,27,71.85
1,1,80,2,1,20,32,27,93.74 
0,1,160,1,1,20,32,19,71.55
1,1,160,1,1,20,32,19,93.64 
0,2,1,80,1,20,32,43,72.25
1,2,1,80,1,20,32,43,93.45 
0,2,2,40,1,20,32,59,71.24
1,2,2,40,1,20,32,59,93.13 
0,2,4,20,1,20,32,59,71.53
1,2,4,20,1,20,32,59,93.13 
0,2,5,16,1,20,32,59,71.11
1,2,5,16,1,20,32,59,94.54 
0,2,8,10,1,20,32,59,71.46
1,2,8,10,1,20,32,59,93.17 
0,2,10,8,1,20,32,59,71.49
1,2,10,8,1,20,32,59,94.41 
0,2,16,5,1,20,32,59,70.38
1,2,16,5,1,20,32,59,93.13 
0,2,20,4,1,20,32,59,71.81
1,2,20,4,1,20,32,59,94.69 
0,2,40,2,1,20,32,59,67.34
1,2,40,2,1,20,32,59,94.45 
0,2,80,1,1,20,32,51,68.17
1,2,80,1,1,20,32,51,89.04 
0,4,1,40,1,20,32,43,72.01
1,4,1,40,1,20,32,43,94.18 
0,4,2,20,1,20,32,59,73.0
1,4,2,20,1,20,32,59,95.39 
0,4,4,10,1,20,32,59,72.45
1,4,4,10,1,20,32,59,94.6 
0,4,5,8,1,20,32,59,69.82
1,4,5,8,1,20,32,59,93.18 
0,4,8,5,1,20,32,59,72.42
1,4,8,5,1,20,32,59,92.68 
0,4,10,4,1,20,32,59,70.74
1,4,10,4,1,20,32,59,94.78 
0,4,20,2,1,20,32,59,72.19
1,4,20,2,1,20,32,59,94.76 
0,4,40,1,1,20,32,51,68.43
1,4,40,1,1,20,32,51,89.25 
0,5,1,32,1,20,32,43,70.17
1,5,1,32,1,20,32,43,94.79 
0,5,2,16,1,20,32,59,72.84
1,5,2,16,1,20,32,59,93.21 
0,5,4,8,1,20,32,59,72.04
1,5,4,8,1,20,32,59,93.21 
0,5,8,4,1,20,32,59,72.83
1,5,8,4,1,20,32,59,93.78 
0,5,16,2,1,20,32,59,71.9
1,5,16,2,1,20,32,59,94.31 
0,5,32,1,1,20,32,51,67.58
1,5,32,1,1,20,32,51,90.33 
0,8,1,20,1,20,32,43,70.56
1,8,1,20,1,20,32,43,94.01 
0,8,2,10,1,20,32,59,72.21
1,8,2,10,1,20,32,59,93.82 
0,8,4,5,1,20,32,59,72.96
1,8,4,5,1,20,32,59,93.66 
0,8,5,4,1,20,32,59,71.56
1,8,5,4,1,20,32,59,93.67 
0,8,10,2,1,20,32,59,70.98
1,8,10,2,1,20,32,59,93.61 
0,8,20,1,1,20,32,51,67.84
1,8,20,1,1,20,32,51,89.19 
0,10,1,16,1,20,32,43,70.6
1,10,1,16,1,20,32,43,93.85 
0,10,2,8,1,20,32,59,71.65
1,10,2,8,1,20,32,59,94.07 
0,10,4,4,1,20,32,59,71.15
1,10,4,4,1,20,32,59,94.17 
0,10,8,2,1,20,32,59,71.48
1,10,8,2,1,20,32,59,94.71 
0,10,16,1,1,20,32,51,68.87
1,10,16,1,1,20,32,51,89.84 
0,16,1,10,1,20,32,43,70.58
1,16,1,10,1,20,32,43,94.32 
0,16,2,5,1,20,32,59,71.58
1,16,2,5,1,20,32,59,94.65 
0,16,5,2,1,20,32,59,73.02
1,16,5,2,1,20,32,59,93.54 
0,16,10,1,1,20,32,51,69.18
1,16,10,1,1,20,32,51,88.28 
0,20,1,8,1,20,32,43,70.45
1,20,1,8,1,20,32,43,94.71 
0,20,2,4,1,20,32,59,71.9
1,20,2,4,1,20,32,59,93.5 
0,20,4,2,1,20,32,59,71.49
1,20,4,2,1,20,32,59,94.3 
0,20,8,1,1,20,32,51,69.41
1,20,8,1,1,20,32,51,89.25 
0,32,1,5,1,20,32,43,69.8
1,32,1,5,1,20,32,43,94.74 
0,32,5,1,1,20,32,51,68.76
1,32,5,1,1,20,32,51,88.72 
0,40,1,4,1,20,32,43,71.43
1,40,1,4,1,20,32,43,93.18 
0,40,2,2,1,20,32,59,72.28
1,40,2,2,1,20,32,59,93.67 
0,40,4,1,1,20,32,51,68.79
1,40,4,1,1,20,32,51,90.73 
0,80,1,2,1,20,32,43,71.13
1,80,1,2,1,20,32,43,94.23 
0,80,2,1,1,20,32,51,68.08
1,80,2,1,1,20,32,51,89.18 
0,160,1,1,1,20,32,35,71.36
1,160,1,1,1,20,32,35,94.64 
0,1,1,128,1,25,32,11,72.19
1,1,1,128,1,25,32,11,95.03 
0,1,2,64,1,25,32,27,70.98
1,1,2,64,1,25,32,27,94.96 
0,1,4,32,1,25,32,27,68.72
1,1,4,32,1,25,32,27,95.06 
0,1,8,16,1,25,32,27,71.77
1,1,8,16,1,25,32,27,95.01 
0,1,16,8,1,25,32,27,70.62
1,1,16,8,1,25,32,27,94.99 
0,1,32,4,1,25,32,27,71.33
1,1,32,4,1,25,32,27,95.03 
0,1,64,2,1,25,32,27,69.86
1,1,64,2,1,25,32,27,95.02 
0,1,128,1,1,25,32,19,68.87
1,1,128,1,1,25,32,19,94.95 
0,2,1,64,1,25,32,43,66.14
1,2,1,64,1,25,32,43,95.03 
0,2,2,32,1,25,32,59,70.76
1,2,2,32,1,25,32,59,95.0 
0,2,4,16,1,25,32,59,70.65
1,2,4,16,1,25,32,59,94.99 
0,2,8,8,1,25,32,59,70.59
1,2,8,8,1,25,32,59,95.04 
0,2,16,4,1,25,32,59,70.05
1,2,16,4,1,25,32,59,95.1 
0,2,32,2,1,25,32,59,70.86
1,2,32,2,1,25,32,59,94.99 
0,2,64,1,1,25,32,51,67.53
1,2,64,1,1,25,32,51,82.92 
0,4,1,32,1,25,32,43,70.35
1,4,1,32,1,25,32,43,94.99 
0,4,2,16,1,25,32,59,69.85
1,4,2,16,1,25,32,59,95.01 
0,4,4,8,1,25,32,59,69.51
1,4,4,8,1,25,32,59,94.94 
0,4,8,4,1,25,32,59,70.58
1,4,8,4,1,25,32,59,94.97 
0,4,16,2,1,25,32,59,71.14
1,4,16,2,1,25,32,59,95.1 
0,4,32,1,1,25,32,51,69.11
1,4,32,1,1,25,32,51,82.63 
0,8,1,16,1,25,32,43,70.28
1,8,1,16,1,25,32,43,95.03 
0,8,2,8,1,25,32,59,70.24
1,8,2,8,1,25,32,59,94.98 
0,8,4,4,1,25,32,59,70.97
1,8,4,4,1,25,32,59,95.04 
0,8,8,2,1,25,32,59,70.42
1,8,8,2,1,25,32,59,95.05 
0,8,16,1,1,25,32,51,67.75
1,8,16,1,1,25,32,51,82.65 
0,16,1,8,1,25,32,43,69.83
1,16,1,8,1,25,32,43,95.04 
0,16,2,4,1,25,32,59,70.8
1,16,2,4,1,25,32,59,95.04 
0,16,4,2,1,25,32,59,70.95
1,16,4,2,1,25,32,59,95.05 
0,16,8,1,1,25,32,51,67.44
1,16,8,1,1,25,32,51,83.06 
0,32,1,4,1,25,32,43,70.06
1,32,1,4,1,25,32,43,95.03 
0,32,2,2,1,25,32,59,71.4
1,32,2,2,1,25,32,59,95.07 
0,32,4,1,1,25,32,51,68.52
1,32,4,1,1,25,32,51,82.31 
0,64,1,2,1,25,32,43,70.26
1,64,1,2,1,25,32,43,95.03 
0,64,2,1,1,25,32,51,67.94
1,64,2,1,1,25,32,51,83.27 
0,128,1,1,1,25,32,35,68.96
1,128,1,1,1,25,32,35,94.96 
0,1,1,100,1,32,32,11,68.64
1,1,1,100,1,32,32,11,90.46 
0,1,2,50,1,32,32,27,70.45
1,1,2,50,1,32,32,27,89.78 
0,1,4,25,1,32,32,27,68.5
1,1,4,25,1,32,32,27,91.47 
0,1,5,20,1,32,32,27,68.48
1,1,5,20,1,32,32,27,90.89 
0,1,10,10,1,32,32,27,67.12
1,1,10,10,1,32,32,27,92.94 
0,1,20,5,1,32,32,27,70.54
1,1,20,5,1,32,32,27,91.22 
0,1,25,4,1,32,32,27,69.12
1,1,25,4,1,32,32,27,90.85 
0,1,50,2,1,32,32,27,70.55
1,1,50,2,1,32,32,27,89.97 
0,1,100,1,1,32,32,19,71.22
1,1,100,1,1,32,32,19,91.27 
0,2,1,50,1,32,32,43,68.15
1,2,1,50,1,32,32,43,91.91 
0,2,2,25,1,32,32,59,69.14
1,2,2,25,1,32,32,59,90.51 
0,2,5,10,1,32,32,59,70.87
1,2,5,10,1,32,32,59,90.5 
0,2,10,5,1,32,32,59,66.78
1,2,10,5,1,32,32,59,91.24 
0,2,25,2,1,32,32,59,68.99
1,2,25,2,1,32,32,59,91.26 
0,2,50,1,1,32,32,51,68.34
1,2,50,1,1,32,32,51,83.31 
0,4,1,25,1,32,32,43,69.99
1,4,1,25,1,32,32,43,91.09 
0,4,5,5,1,32,32,59,70.49
1,4,5,5,1,32,32,59,90.9 
0,4,25,1,1,32,32,51,68.62
1,4,25,1,1,32,32,51,85.46 
0,5,1,20,1,32,32,43,70.16
1,5,1,20,1,32,32,43,91.64 
0,5,2,10,1,32,32,59,71.79
1,5,2,10,1,32,32,59,91.35 
0,5,4,5,1,32,32,59,69.99
1,5,4,5,1,32,32,59,91.28 
0,5,5,4,1,32,32,59,71.69
1,5,5,4,1,32,32,59,91.49 
0,5,10,2,1,32,32,59,71.54
1,5,10,2,1,32,32,59,92.45 
0,5,20,1,1,32,32,51,69.33
1,5,20,1,1,32,32,51,82.94 
0,10,1,10,1,32,32,43,69.64
1,10,1,10,1,32,32,43,90.1 
0,10,2,5,1,32,32,59,70.91
1,10,2,5,1,32,32,59,89.88 
0,10,5,2,1,32,32,59,71.34
1,10,5,2,1,32,32,59,90.7 
0,10,10,1,1,32,32,51,68.58
1,10,10,1,1,32,32,51,84.49 
0,20,1,5,1,32,32,43,69.94
1,20,1,5,1,32,32,43,90.34 
0,20,5,1,1,32,32,51,68.58
1,20,5,1,1,32,32,51,85.58 
0,25,1,4,1,32,32,43,69.26
1,25,1,4,1,32,32,43,90.86 
0,25,2,2,1,32,32,59,70.09
1,25,2,2,1,32,32,59,90.88 
0,25,4,1,1,32,32,51,67.9
1,25,4,1,1,32,32,51,84.45 
0,50,1,2,1,32,32,43,67.53
1,50,1,2,1,32,32,43,91.13 
0,50,2,1,1,32,32,51,68.52
1,50,2,1,1,32,32,51,85.69 
0,100,1,1,1,32,32,35,68.88
1,100,1,1,1,32,32,35,89.96 
0,1,1,640,4,1,40,13,71.21
1,1,1,640,4,1,40,13,97.04 
0,1,2,320,4,1,40,29,71.07
1,1,2,320,4,1,40,29,96.87 
0,1,4,160,4,1,40,29,70.92
1,1,4,160,4,1,40,29,96.8 
0,1,5,128,4,1,40,29,70.71
1,1,5,128,4,1,40,29,95.84 
0,1,8,80,4,1,40,29,70.98
1,1,8,80,4,1,40,29,96.14 
0,1,10,64,4,1,40,29,71.55
1,1,10,64,4,1,40,29,96.95 
0,1,16,40,4,1,40,29,71.13
1,1,16,40,4,1,40,29,95.14 
0,1,20,32,4,1,40,29,72.12
1,1,20,32,4,1,40,29,96.91 
0,1,32,20,4,1,40,29,70.66
1,1,32,20,4,1,40,29,96.03 
0,1,40,16,4,1,40,29,70.35
1,1,40,16,4,1,40,29,97.25 
0,1,64,10,4,1,40,29,71.68
1,1,64,10,4,1,40,29,97.51 
0,1,80,8,4,1,40,29,70.85
1,1,80,8,4,1,40,29,96.18 
0,1,128,5,4,1,40,29,70.87
1,1,128,5,4,1,40,29,96.47 
0,1,160,4,4,1,40,29,71.79
1,1,160,4,4,1,40,29,96.31 
0,1,320,2,4,1,40,29,71.3
1,1,320,2,4,1,40,29,97.25 
0,1,640,1,4,1,40,21,71.02
1,1,640,1,4,1,40,21,95.77 
0,2,1,320,4,1,40,45,72.9
1,2,1,320,4,1,40,45,96.66 
0,2,2,160,4,1,40,61,70.77
1,2,2,160,4,1,40,61,96.6 
0,2,4,80,4,1,40,61,70.59
1,2,4,80,4,1,40,61,97.31 
0,2,5,64,4,1,40,61,71.96
1,2,5,64,4,1,40,61,96.75 
0,2,8,40,4,1,40,61,72.51
1,2,8,40,4,1,40,61,95.81 
0,2,10,32,4,1,40,61,69.14
1,2,10,32,4,1,40,61,96.09 
0,2,16,20,4,1,40,61,72.29
1,2,16,20,4,1,40,61,97.68 
0,2,20,16,4,1,40,61,71.15
1,2,20,16,4,1,40,61,96.5 
0,2,32,10,4,1,40,61,72.82
1,2,32,10,4,1,40,61,97.37 
0,2,40,8,4,1,40,61,73.12
1,2,40,8,4,1,40,61,96.58 
0,2,64,5,4,1,40,61,73.27
1,2,64,5,4,1,40,61,96.87 
0,2,80,4,4,1,40,61,71.79
1,2,80,4,4,1,40,61,96.07 
0,2,160,2,4,1,40,61,71.7
1,2,160,2,4,1,40,61,96.3 
0,2,320,1,4,1,40,53,71.13
1,2,320,1,4,1,40,53,97.53 
0,4,1,160,4,1,40,45,72.16
1,4,1,160,4,1,40,45,97.24 
0,4,2,80,4,1,40,61,70.65
1,4,2,80,4,1,40,61,95.34 
0,4,4,40,4,1,40,61,71.59
1,4,4,40,4,1,40,61,97.13 
0,4,5,32,4,1,40,61,72.72
1,4,5,32,4,1,40,61,97.17 
0,4,8,20,4,1,40,61,72.77
1,4,8,20,4,1,40,61,96.22 
0,4,10,16,4,1,40,61,73.27
1,4,10,16,4,1,40,61,96.99 
0,4,16,10,4,1,40,61,72.3
1,4,16,10,4,1,40,61,95.96 
0,4,20,8,4,1,40,61,71.52
1,4,20,8,4,1,40,61,95.88 
0,4,32,5,4,1,40,61,68.22
1,4,32,5,4,1,40,61,97.31 
0,4,40,4,4,1,40,61,70.61
1,4,40,4,4,1,40,61,96.56 
0,4,80,2,4,1,40,61,72.01
1,4,80,2,4,1,40,61,97.12 
0,4,160,1,4,1,40,53,72.27
1,4,160,1,4,1,40,53,97.11 
0,5,1,128,4,1,40,45,71.99
1,5,1,128,4,1,40,45,95.57 
0,5,2,64,4,1,40,61,73.06
1,5,2,64,4,1,40,61,97.17 
0,5,4,32,4,1,40,61,71.61
1,5,4,32,4,1,40,61,96.18 
0,5,8,16,4,1,40,61,72.11
1,5,8,16,4,1,40,61,95.27 
0,5,16,8,4,1,40,61,71.31
1,5,16,8,4,1,40,61,97.24 
0,5,32,4,4,1,40,61,71.4
1,5,32,4,4,1,40,61,96.47 
0,5,64,2,4,1,40,61,70.87
1,5,64,2,4,1,40,61,97.48 
0,5,128,1,4,1,40,53,72.41
1,5,128,1,4,1,40,53,95.75 
0,8,1,80,4,1,40,45,72.66
1,8,1,80,4,1,40,45,97.0 
0,8,2,40,4,1,40,61,71.8
1,8,2,40,4,1,40,61,95.11 
0,8,4,20,4,1,40,61,72.55
1,8,4,20,4,1,40,61,96.94 
0,8,5,16,4,1,40,61,72.68
1,8,5,16,4,1,40,61,96.11 
0,8,8,10,4,1,40,61,72.13
1,8,8,10,4,1,40,61,96.82 
0,8,10,8,4,1,40,61,66.62
1,8,10,8,4,1,40,61,96.01 
0,8,16,5,4,1,40,61,71.98
1,8,16,5,4,1,40,61,97.53 
0,8,20,4,4,1,40,61,72.15
1,8,20,4,4,1,40,61,97.03 
0,8,40,2,4,1,40,61,71.86
1,8,40,2,4,1,40,61,97.38 
0,8,80,1,4,1,40,53,71.61
1,8,80,1,4,1,40,53,96.58 
0,10,1,64,4,1,40,45,71.68
1,10,1,64,4,1,40,45,97.04 
0,10,2,32,4,1,40,61,70.77
1,10,2,32,4,1,40,61,97.09 
0,10,4,16,4,1,40,61,73.0
1,10,4,16,4,1,40,61,96.25 
0,10,8,8,4,1,40,61,72.07
1,10,8,8,4,1,40,61,96.56 
0,10,16,4,4,1,40,61,72.16
1,10,16,4,4,1,40,61,96.44 
0,10,32,2,4,1,40,61,71.25
1,10,32,2,4,1,40,61,96.4 
0,10,64,1,4,1,40,53,72.06
1,10,64,1,4,1,40,53,96.83 
0,16,1,40,4,1,40,45,71.92
1,16,1,40,4,1,40,45,96.96 
0,16,2,20,4,1,40,61,72.05
1,16,2,20,4,1,40,61,96.93 
0,16,4,10,4,1,40,61,72.28
1,16,4,10,4,1,40,61,97.92 
0,16,5,8,4,1,40,61,71.19
1,16,5,8,4,1,40,61,96.63 
0,16,8,5,4,1,40,61,72.33
1,16,8,5,4,1,40,61,96.29 
0,16,10,4,4,1,40,61,67.6
1,16,10,4,4,1,40,61,95.32 
0,16,20,2,4,1,40,61,73.12
1,16,20,2,4,1,40,61,96.86 
0,16,40,1,4,1,40,53,70.53
1,16,40,1,4,1,40,53,96.98 
0,20,1,32,4,1,40,45,72.21
1,20,1,32,4,1,40,45,95.29 
0,20,2,16,4,1,40,61,72.03
1,20,2,16,4,1,40,61,96.76 
0,20,4,8,4,1,40,61,72.14
1,20,4,8,4,1,40,61,94.68 
0,20,8,4,4,1,40,61,71.79
1,20,8,4,4,1,40,61,96.69 
0,20,16,2,4,1,40,61,72.62
1,20,16,2,4,1,40,61,95.58 
0,20,32,1,4,1,40,53,71.31
1,20,32,1,4,1,40,53,97.42 
0,32,1,20,4,1,40,45,72.29
1,32,1,20,4,1,40,45,96.52 
0,32,2,10,4,1,40,61,71.25
1,32,2,10,4,1,40,61,95.8 
