gx,gy,gz,bx,by,bz,funcId,smefficiency 
64,2,2,64,1,16,61,5.78 
64,4,1,64,1,16,53,5.78 
128,1,2,64,1,16,45,5.76 
128,2,1,64,1,16,53,5.77 
256,1,1,64,1,16,37,5.78 
1,1,8192,1,2,16,11,58.08 
1,2,4096,1,2,16,27,58.02 
1,4,2048,1,2,16,27,57.94 
1,8,1024,1,2,16,27,57.74 
1,16,512,1,2,16,27,57.72 
1,32,256,1,2,16,27,57.63 
1,64,128,1,2,16,27,57.85 
1,128,64,1,2,16,27,57.77 
1,256,32,1,2,16,27,57.9 
1,512,16,1,2,16,27,57.62 
1,1024,8,1,2,16,27,58.21 
1,2048,4,1,2,16,27,57.83 
1,4096,2,1,2,16,27,57.98 
1,8192,1,1,2,16,19,57.72 
2,1,4096,1,2,16,43,57.78 
2,2,2048,1,2,16,59,57.83 
2,4,1024,1,2,16,59,57.65 
2,8,512,1,2,16,59,57.7 
2,16,256,1,2,16,59,57.94 
2,32,128,1,2,16,59,58.17 
2,64,64,1,2,16,59,57.68 
2,128,32,1,2,16,59,58.12 
2,256,16,1,2,16,59,57.86 
2,512,8,1,2,16,59,58.12 
2,1024,4,1,2,16,59,58.27 
2,2048,2,1,2,16,59,58.25 
2,4096,1,1,2,16,51,58.7 
4,1,2048,1,2,16,43,57.56 
4,2,1024,1,2,16,59,57.92 
4,4,512,1,2,16,59,58.19 
4,8,256,1,2,16,59,58.01 
4,16,128,1,2,16,59,57.9 
4,32,64,1,2,16,59,57.4 
4,64,32,1,2,16,59,58.11 
4,128,16,1,2,16,59,57.91 
4,256,8,1,2,16,59,57.86 
4,512,4,1,2,16,59,58.04 
4,1024,2,1,2,16,59,57.59 
4,2048,1,1,2,16,51,58.98 
8,1,1024,1,2,16,43,57.77 
8,2,512,1,2,16,59,58.02 
8,4,256,1,2,16,59,57.96 
8,8,128,1,2,16,59,57.64 
8,16,64,1,2,16,59,57.74 
8,32,32,1,2,16,59,57.77 
8,64,16,1,2,16,59,58.18 
8,128,8,1,2,16,59,58.04 
8,256,4,1,2,16,59,57.91 
8,512,2,1,2,16,59,57.86 
8,1024,1,1,2,16,51,58.8 
16,1,512,1,2,16,43,57.79 
16,2,256,1,2,16,59,58.05 
16,4,128,1,2,16,59,57.97 
16,8,64,1,2,16,59,57.45 
16,16,32,1,2,16,59,58.42 
16,32,16,1,2,16,59,58.05 
16,64,8,1,2,16,59,58.22 
16,128,4,1,2,16,59,57.98 
16,256,2,1,2,16,59,57.93 
16,512,1,1,2,16,51,58.65 
32,1,256,1,2,16,43,57.74 
32,2,128,1,2,16,59,58.08 
32,4,64,1,2,16,59,57.78 
32,8,32,1,2,16,59,58.28 
32,16,16,1,2,16,59,57.66 
32,32,8,1,2,16,59,57.81 
32,64,4,1,2,16,59,57.71 
32,128,2,1,2,16,59,58.18 
32,256,1,1,2,16,51,58.88 
64,1,128,1,2,16,43,57.84 
64,2,64,1,2,16,59,58.0 
64,4,32,1,2,16,59,58.02 
64,8,16,1,2,16,59,57.84 
64,16,8,1,2,16,59,58.28 
64,32,4,1,2,16,59,57.67 
64,64,2,1,2,16,59,57.86 
64,128,1,1,2,16,51,58.88 
128,1,64,1,2,16,43,58.24 
128,2,32,1,2,16,59,57.45 
128,4,16,1,2,16,59,58.42 
128,8,8,1,2,16,59,57.92 
128,16,4,1,2,16,59,57.91 
128,32,2,1,2,16,59,57.61 
128,64,1,1,2,16,51,58.45 
256,1,32,1,2,16,43,58.1 
256,2,16,1,2,16,59,57.37 
256,4,8,1,2,16,59,58.18 
256,8,4,1,2,16,59,57.54 
256,16,2,1,2,16,59,57.56 
256,32,1,1,2,16,51,58.9 
512,1,16,1,2,16,43,57.44 
512,2,8,1,2,16,59,57.75 
512,4,4,1,2,16,59,57.87 
512,8,2,1,2,16,59,58.03 
512,16,1,1,2,16,51,58.73 
1024,1,8,1,2,16,43,58.24 
1024,2,4,1,2,16,59,58.04 
1024,4,2,1,2,16,59,57.88 
1024,8,1,1,2,16,51,58.39 
2048,1,4,1,2,16,43,57.58 
2048,2,2,1,2,16,59,57.71 
2048,4,1,1,2,16,51,58.66 
4096,1,2,1,2,16,43,57.99 
4096,2,1,1,2,16,51,58.8 
8192,1,1,1,2,16,35,57.77 
1,1,4096,2,2,16,15,32.8 
1,2,2048,2,2,16,31,32.56 
1,4,1024,2,2,16,31,32.54 
1,8,512,2,2,16,31,32.53 
1,16,256,2,2,16,31,32.74 
1,32,128,2,2,16,31,32.39 
1,64,64,2,2,16,31,32.54 
1,128,32,2,2,16,31,32.58 
1,256,16,2,2,16,31,32.47 
1,512,8,2,2,16,31,32.62 
1,1024,4,2,2,16,31,32.4 
1,2048,2,2,2,16,31,32.7 
1,4096,1,2,2,16,23,32.6 
2,1,2048,2,2,16,47,32.51 
2,2,1024,2,2,16,63,32.29 
2,4,512,2,2,16,63,32.42 
2,8,256,2,2,16,63,32.75 
2,16,128,2,2,16,63,32.75 
2,32,64,2,2,16,63,32.61 
2,64,32,2,2,16,63,32.48 
2,128,16,2,2,16,63,32.57 
2,256,8,2,2,16,63,32.66 
2,512,4,2,2,16,63,32.36 
2,1024,2,2,2,16,63,32.74 
2,2048,1,2,2,16,55,32.64 
4,1,1024,2,2,16,47,32.57 
4,2,512,2,2,16,63,32.7 
4,4,256,2,2,16,63,32.75 
4,8,128,2,2,16,63,32.11 
4,16,64,2,2,16,63,32.5 
4,32,32,2,2,16,63,32.65 
4,64,16,2,2,16,63,32.58 
4,128,8,2,2,16,63,32.69 
4,256,4,2,2,16,63,32.48 
4,512,2,2,2,16,63,32.73 
4,1024,1,2,2,16,55,32.52 
8,1,512,2,2,16,47,32.72 
8,2,256,2,2,16,63,32.56 
8,4,128,2,2,16,63,32.37 
8,8,64,2,2,16,63,32.5 
8,16,32,2,2,16,63,32.5 
8,32,16,2,2,16,63,32.82 
8,64,8,2,2,16,63,32.51 
8,128,4,2,2,16,63,32.42 
8,256,2,2,2,16,63,32.71 
8,512,1,2,2,16,55,32.56 
16,1,256,2,2,16,47,32.55 
16,2,128,2,2,16,63,32.59 
16,4,64,2,2,16,63,32.69 
16,8,32,2,2,16,63,32.8 
16,16,16,2,2,16,63,32.56 
16,32,8,2,2,16,63,32.74 
16,64,4,2,2,16,63,32.64 
16,128,2,2,2,16,63,32.56 
16,256,1,2,2,16,55,32.82 
32,1,128,2,2,16,47,32.84 
32,2,64,2,2,16,63,32.65 
32,4,32,2,2,16,63,32.73 
32,8,16,2,2,16,63,32.74 
32,16,8,2,2,16,63,32.4 
32,32,4,2,2,16,63,32.53 
32,64,2,2,2,16,63,32.65 
32,128,1,2,2,16,55,32.69 
64,1,64,2,2,16,47,32.67 
64,2,32,2,2,16,63,32.49 
64,4,16,2,2,16,63,32.4 
64,8,8,2,2,16,63,32.72 
64,16,4,2,2,16,63,32.42 
64,32,2,2,2,16,63,32.61 
64,64,1,2,2,16,55,32.63 
128,1,32,2,2,16,47,32.71 
128,2,16,2,2,16,63,32.47 
128,4,8,2,2,16,63,32.49 
128,8,4,2,2,16,63,32.47 
128,16,2,2,2,16,63,32.25 
128,32,1,2,2,16,55,32.42 
256,1,16,2,2,16,47,32.56 
256,2,8,2,2,16,63,32.56 
256,4,4,2,2,16,63,32.64 
256,8,2,2,2,16,63,32.67 
256,16,1,2,2,16,55,32.78 
512,1,8,2,2,16,47,32.77 
512,2,4,2,2,16,63,32.7 
512,4,2,2,2,16,63,32.73 
512,8,1,2,2,16,55,32.62 
1024,1,4,2,2,16,47,32.81 
1024,2,2,2,2,16,63,32.8 
1024,4,1,2,2,16,55,32.37 
2048,1,2,2,2,16,47,32.48 
2048,2,1,2,2,16,55,32.72 
4096,1,1,2,2,16,39,32.7 
1,1,2048,4,2,16,15,19.38 
1,2,1024,4,2,16,31,19.31 
1,4,512,4,2,16,31,19.36 
1,8,256,4,2,16,31,19.18 
1,16,128,4,2,16,31,19.36 
1,32,64,4,2,16,31,19.44 
1,64,32,4,2,16,31,19.32 
1,128,16,4,2,16,31,19.4 
1,256,8,4,2,16,31,19.3 
1,512,4,4,2,16,31,19.33 
1,1024,2,4,2,16,31,19.39 
1,2048,1,4,2,16,23,19.4 
2,1,1024,4,2,16,47,19.47 
2,2,512,4,2,16,63,19.34 
2,4,256,4,2,16,63,19.38 
2,8,128,4,2,16,63,19.39 
2,16,64,4,2,16,63,19.18 
2,32,32,4,2,16,63,19.53 
2,64,16,4,2,16,63,19.38 
2,128,8,4,2,16,63,19.44 
2,256,4,4,2,16,63,19.49 
2,512,2,4,2,16,63,19.31 
2,1024,1,4,2,16,55,19.33 
4,1,512,4,2,16,47,19.31 
4,2,256,4,2,16,63,19.54 
4,4,128,4,2,16,63,19.42 
4,8,64,4,2,16,63,19.45 
4,16,32,4,2,16,63,19.43 
4,32,16,4,2,16,63,19.44 
4,64,8,4,2,16,63,19.41 
4,128,4,4,2,16,63,19.44 
4,256,2,4,2,16,63,19.38 
4,512,1,4,2,16,55,19.4 
8,1,256,4,2,16,47,19.48 
8,2,128,4,2,16,63,19.37 
8,4,64,4,2,16,63,19.5 
8,8,32,4,2,16,63,19.38 
8,16,16,4,2,16,63,19.18 
8,32,8,4,2,16,63,19.3 
8,64,4,4,2,16,63,19.28 
8,128,2,4,2,16,63,19.4 
8,256,1,4,2,16,55,19.37 
16,1,128,4,2,16,47,19.43 
16,2,64,4,2,16,63,19.39 
16,4,32,4,2,16,63,19.4 
16,8,16,4,2,16,63,19.28 
16,16,8,4,2,16,63,19.42 
16,32,4,4,2,16,63,19.36 
16,64,2,4,2,16,63,19.34 
16,128,1,4,2,16,55,19.38 
32,1,64,4,2,16,47,19.34 
32,2,32,4,2,16,63,19.43 
32,4,16,4,2,16,63,19.36 
32,8,8,4,2,16,63,19.31 
32,16,4,4,2,16,63,19.41 
32,32,2,4,2,16,63,19.44 
32,64,1,4,2,16,55,19.35 
64,1,32,4,2,16,47,19.23 
64,2,16,4,2,16,63,19.37 
64,4,8,4,2,16,63,19.18 
64,8,4,4,2,16,63,19.35 
64,16,2,4,2,16,63,19.46 
64,32,1,4,2,16,55,19.35 
128,1,16,4,2,16,47,19.44 
128,2,8,4,2,16,63,19.32 
128,4,4,4,2,16,63,19.41 
128,8,2,4,2,16,63,19.52 
128,16,1,4,2,16,55,19.41 
256,1,8,4,2,16,47,19.34 
256,2,4,4,2,16,63,19.29 
256,4,2,4,2,16,63,19.36 
256,8,1,4,2,16,55,19.39 
512,1,4,4,2,16,47,19.33 
512,2,2,4,2,16,63,19.34 
512,4,1,4,2,16,55,19.29 
1024,1,2,4,2,16,47,19.56 
1024,2,1,4,2,16,55,19.39 
2048,1,1,4,2,16,39,19.37 
1,1,1024,8,2,16,15,11.18 
1,2,512,8,2,16,31,11.16 
1,4,256,8,2,16,31,11.16 
1,8,128,8,2,16,31,11.19 
1,16,64,8,2,16,31,11.18 
1,32,32,8,2,16,31,11.16 
1,64,16,8,2,16,31,11.17 
1,128,8,8,2,16,31,11.17 
1,256,4,8,2,16,31,11.17 
1,512,2,8,2,16,31,11.13 
1,1024,1,8,2,16,23,11.19 
2,1,512,8,2,16,47,11.16 
2,2,256,8,2,16,63,11.21 
2,4,128,8,2,16,63,11.17 
2,8,64,8,2,16,63,11.19 
2,16,32,8,2,16,63,11.18 
2,32,16,8,2,16,63,11.19 
2,64,8,8,2,16,63,11.19 
2,128,4,8,2,16,63,11.16 
2,256,2,8,2,16,63,11.18 
2,512,1,8,2,16,55,11.17 
4,1,256,8,2,16,47,11.18 
4,2,128,8,2,16,63,11.2 
4,4,64,8,2,16,63,11.18 
4,8,32,8,2,16,63,11.2 
4,16,16,8,2,16,63,11.16 
4,32,8,8,2,16,63,11.21 
4,64,4,8,2,16,63,11.17 
4,128,2,8,2,16,63,11.18 
4,256,1,8,2,16,55,11.2 
8,1,128,8,2,16,47,11.19 
8,2,64,8,2,16,63,11.18 
8,4,32,8,2,16,63,11.19 
8,8,16,8,2,16,63,11.21 
8,16,8,8,2,16,63,11.19 
8,32,4,8,2,16,63,11.19 
8,64,2,8,2,16,63,11.23 
8,128,1,8,2,16,55,11.19 
16,1,64,8,2,16,47,11.17 
16,2,32,8,2,16,63,11.19 
16,4,16,8,2,16,63,11.17 
16,8,8,8,2,16,63,11.12 
16,16,4,8,2,16,63,11.21 
16,32,2,8,2,16,63,11.2 
16,64,1,8,2,16,55,11.18 
32,1,32,8,2,16,47,11.19 
32,2,16,8,2,16,63,11.18 
32,4,8,8,2,16,63,11.2 
32,8,4,8,2,16,63,11.19 
32,16,2,8,2,16,63,11.18 
32,32,1,8,2,16,55,11.16 
64,1,16,8,2,16,47,11.15 
64,2,8,8,2,16,63,11.19 
64,4,4,8,2,16,63,11.17 
64,8,2,8,2,16,63,11.19 
64,16,1,8,2,16,55,11.13 
128,1,8,8,2,16,47,11.16 
128,2,4,8,2,16,63,11.19 
128,4,2,8,2,16,63,11.21 
128,8,1,8,2,16,55,11.18 
256,1,4,8,2,16,47,11.17 
256,2,2,8,2,16,63,11.19 
256,4,1,8,2,16,55,11.21 
512,1,2,8,2,16,47,11.16 
512,2,1,8,2,16,55,11.13 
1024,1,1,8,2,16,39,11.15 
1,1,512,16,2,16,15,5.79 
1,2,256,16,2,16,31,5.78 
1,4,128,16,2,16,31,5.79 
1,8,64,16,2,16,31,5.79 
1,16,32,16,2,16,31,5.79 
1,32,16,16,2,16,31,5.79 
1,64,8,16,2,16,31,5.79 
1,128,4,16,2,16,31,5.79 
1,256,2,16,2,16,31,5.79 
1,512,1,16,2,16,23,5.79 
2,1,256,16,2,16,47,5.78 
2,2,128,16,2,16,63,5.81 
2,4,64,16,2,16,63,5.8 
2,8,32,16,2,16,63,5.79 
2,16,16,16,2,16,63,5.79 
2,32,8,16,2,16,63,5.81 
2,64,4,16,2,16,63,5.8 
2,128,2,16,2,16,63,5.79 
2,256,1,16,2,16,55,5.79 
4,1,128,16,2,16,47,5.78 
4,2,64,16,2,16,63,5.81 
4,4,32,16,2,16,63,5.8 
4,8,16,16,2,16,63,5.79 
4,16,8,16,2,16,63,5.79 
4,32,4,16,2,16,63,5.79 
4,64,2,16,2,16,63,5.79 
4,128,1,16,2,16,55,5.79 
8,1,64,16,2,16,47,5.79 
8,2,32,16,2,16,63,5.8 
8,4,16,16,2,16,63,5.8 
8,8,8,16,2,16,63,5.79 
8,16,4,16,2,16,63,5.8 
8,32,2,16,2,16,63,5.8 
8,64,1,16,2,16,55,5.79 
16,1,32,16,2,16,47,5.8 
16,2,16,16,2,16,63,5.8 
16,4,8,16,2,16,63,5.8 
16,8,4,16,2,16,63,5.79 
16,16,2,16,2,16,63,5.79 
16,32,1,16,2,16,55,5.8 
32,1,16,16,2,16,47,5.79 
32,2,8,16,2,16,63,5.8 
32,4,4,16,2,16,63,5.8 
32,8,2,16,2,16,63,5.8 
32,16,1,16,2,16,55,5.79 
64,1,8,16,2,16,47,5.79 
64,2,4,16,2,16,63,5.79 
64,4,2,16,2,16,63,5.79 
64,8,1,16,2,16,55,5.79 
128,1,4,16,2,16,47,5.79 
128,2,2,16,2,16,63,5.79 
128,4,1,16,2,16,55,5.79 
256,1,2,16,2,16,47,5.8 
256,2,1,16,2,16,55,5.79 
512,1,1,16,2,16,39,5.81 
1,1,256,32,2,16,15,5.8 
1,2,128,32,2,16,31,5.8 
1,4,64,32,2,16,31,5.76 
1,8,32,32,2,16,31,5.79 
1,16,16,32,2,16,31,5.77 
1,32,8,32,2,16,31,5.81 
1,64,4,32,2,16,31,5.77 
1,128,2,32,2,16,31,5.77 
1,256,1,32,2,16,23,5.77 
2,1,128,32,2,16,47,5.77 
2,2,64,32,2,16,63,5.76 
2,4,32,32,2,16,63,5.77 
2,8,16,32,2,16,63,5.77 
2,16,8,32,2,16,63,5.78 
2,32,4,32,2,16,63,5.78 
2,64,2,32,2,16,63,5.77 
2,128,1,32,2,16,55,5.78 
4,1,64,32,2,16,47,5.78 
4,2,32,32,2,16,63,5.79 
4,4,16,32,2,16,63,5.79 
4,8,8,32,2,16,63,5.78 
4,16,4,32,2,16,63,5.79 
4,32,2,32,2,16,63,5.8 
4,64,1,32,2,16,55,5.77 
8,1,32,32,2,16,47,5.76 
8,2,16,32,2,16,63,5.77 
8,4,8,32,2,16,63,5.78 
8,8,4,32,2,16,63,5.81 
8,16,2,32,2,16,63,5.79 
8,32,1,32,2,16,55,5.77 
16,1,16,32,2,16,47,5.77 
16,2,8,32,2,16,63,5.77 
16,4,4,32,2,16,63,5.77 
16,8,2,32,2,16,63,5.77 
16,16,1,32,2,16,55,5.77 
32,1,8,32,2,16,47,5.76 
32,2,4,32,2,16,63,5.78 
32,4,2,32,2,16,63,5.77 
32,8,1,32,2,16,55,5.8 
64,1,4,32,2,16,47,5.77 
64,2,2,32,2,16,63,5.77 
64,4,1,32,2,16,55,5.76 
128,1,2,32,2,16,47,5.78 
128,2,1,32,2,16,55,5.77 
256,1,1,32,2,16,39,5.77 
1,1,4096,1,4,16,11,32.71 
1,2,2048,1,4,16,27,32.68 
1,4,1024,1,4,16,27,32.57 
1,8,512,1,4,16,27,32.45 
1,16,256,1,4,16,27,32.32 
1,32,128,1,4,16,27,32.42 
1,64,64,1,4,16,27,32.28 
1,128,32,1,4,16,27,32.56 
1,256,16,1,4,16,27,32.45 
1,512,8,1,4,16,27,32.75 
1,1024,4,1,4,16,27,32.37 
1,2048,2,1,4,16,27,32.66 
1,4096,1,1,4,16,19,32.66 
2,1,2048,1,4,16,43,32.15 
2,2,1024,1,4,16,59,32.69 
2,4,512,1,4,16,59,32.49 
2,8,256,1,4,16,59,32.71 
2,16,128,1,4,16,59,32.46 
2,32,64,1,4,16,59,32.75 
2,64,32,1,4,16,59,32.6 
2,128,16,1,4,16,59,32.5 
2,256,8,1,4,16,59,32.61 
2,512,4,1,4,16,59,32.43 
2,1024,2,1,4,16,59,32.76 
2,2048,1,1,4,16,51,33.29 
4,1,1024,1,4,16,43,32.49 
4,2,512,1,4,16,59,32.49 
4,4,256,1,4,16,59,32.58 
4,8,128,1,4,16,59,32.46 
4,16,64,1,4,16,59,32.36 
4,32,32,1,4,16,59,32.76 
4,64,16,1,4,16,59,32.76 
4,128,8,1,4,16,59,32.34 
4,256,4,1,4,16,59,32.57 
4,512,2,1,4,16,59,32.69 
4,1024,1,1,4,16,51,29.76 
8,1,512,1,4,16,43,32.25 
8,2,256,1,4,16,59,32.53 
8,4,128,1,4,16,59,32.61 
8,8,64,1,4,16,59,32.71 
8,16,32,1,4,16,59,32.46 
8,32,16,1,4,16,59,32.55 
8,64,8,1,4,16,59,32.7 
8,128,4,1,4,16,59,32.72 
8,256,2,1,4,16,59,32.68 
8,512,1,1,4,16,51,30.87 
16,1,256,1,4,16,43,32.54 
16,2,128,1,4,16,59,32.73 
16,4,64,1,4,16,59,32.84 
16,8,32,1,4,16,59,32.65 
16,16,16,1,4,16,59,32.45 
16,32,8,1,4,16,59,32.56 
16,64,4,1,4,16,59,32.59 
16,128,2,1,4,16,59,32.71 
16,256,1,1,4,16,51,32.05 
32,1,128,1,4,16,43,32.3 
32,2,64,1,4,16,59,32.62 
32,4,32,1,4,16,59,32.66 
32,8,16,1,4,16,59,32.75 
32,16,8,1,4,16,59,32.6 
32,32,4,1,4,16,59,32.68 
32,64,2,1,4,16,59,32.61 
32,128,1,1,4,16,51,30.56 
64,1,64,1,4,16,43,32.24 
64,2,32,1,4,16,59,32.58 
64,4,16,1,4,16,59,32.67 
64,8,8,1,4,16,59,32.75 
64,16,4,1,4,16,59,32.62 
64,32,2,1,4,16,59,32.55 
64,64,1,1,4,16,51,33.26 
128,1,32,1,4,16,43,32.54 
128,2,16,1,4,16,59,32.54 
128,4,8,1,4,16,59,32.55 
128,8,4,1,4,16,59,32.57 
128,16,2,1,4,16,59,32.74 
128,32,1,1,4,16,51,32.93 
256,1,16,1,4,16,43,32.59 
256,2,8,1,4,16,59,32.66 
256,4,4,1,4,16,59,32.45 
256,8,2,1,4,16,59,32.6 
256,16,1,1,4,16,51,32.03 
512,1,8,1,4,16,43,32.62 
512,2,4,1,4,16,59,32.38 
512,4,2,1,4,16,59,32.45 
512,8,1,1,4,16,51,30.61 
1024,1,4,1,4,16,43,32.7 
1024,2,2,1,4,16,59,32.8 
1024,4,1,1,4,16,51,33.4 
2048,1,2,1,4,16,43,32.67 
2048,2,1,1,4,16,51,30.25 
4096,1,1,1,4,16,35,32.2 
1,1,2048,2,4,16,15,19.49 
1,2,1024,2,4,16,31,19.37 
1,4,512,2,4,16,31,19.46 
1,8,256,2,4,16,31,19.38 
1,16,128,2,4,16,31,19.37 
1,32,64,2,4,16,31,19.31 
1,64,32,2,4,16,31,19.42 
1,128,16,2,4,16,31,19.26 
1,256,8,2,4,16,31,19.41 
1,512,4,2,4,16,31,19.4 
1,1024,2,2,4,16,31,19.31 
1,2048,1,2,4,16,23,19.37 
2,1,1024,2,4,16,47,19.36 
2,2,512,2,4,16,63,19.43 
2,4,256,2,4,16,63,19.28 
2,8,128,2,4,16,63,19.27 
2,16,64,2,4,16,63,19.3 
2,32,32,2,4,16,63,19.35 
2,64,16,2,4,16,63,19.24 
2,128,8,2,4,16,63,19.5 
2,256,4,2,4,16,63,19.33 
2,512,2,2,4,16,63,19.45 
2,1024,1,2,4,16,55,19.31 
4,1,512,2,4,16,47,19.47 
4,2,256,2,4,16,63,19.27 
4,4,128,2,4,16,63,19.03 
4,8,64,2,4,16,63,19.34 
4,16,32,2,4,16,63,19.27 
4,32,16,2,4,16,63,19.42 
4,64,8,2,4,16,63,19.36 
4,128,4,2,4,16,63,19.31 
4,256,2,2,4,16,63,19.47 
4,512,1,2,4,16,55,19.34 
8,1,256,2,4,16,47,19.4 
8,2,128,2,4,16,63,19.31 
8,4,64,2,4,16,63,19.22 
8,8,32,2,4,16,63,19.44 
8,16,16,2,4,16,63,19.38 
8,32,8,2,4,16,63,19.35 
8,64,4,2,4,16,63,19.4 
8,128,2,2,4,16,63,19.43 
8,256,1,2,4,16,55,19.2 
16,1,128,2,4,16,47,19.25 
16,2,64,2,4,16,63,19.32 
16,4,32,2,4,16,63,19.35 
16,8,16,2,4,16,63,19.15 
16,16,8,2,4,16,63,19.3 
16,32,4,2,4,16,63,19.44 
16,64,2,2,4,16,63,19.27 
16,128,1,2,4,16,55,19.19 
32,1,64,2,4,16,47,19.41 
32,2,32,2,4,16,63,19.31 
32,4,16,2,4,16,63,19.42 
32,8,8,2,4,16,63,19.18 
32,16,4,2,4,16,63,19.38 
32,32,2,2,4,16,63,19.26 
32,64,1,2,4,16,55,19.4 
64,1,32,2,4,16,47,19.45 
64,2,16,2,4,16,63,19.42 
64,4,8,2,4,16,63,19.25 
64,8,4,2,4,16,63,19.35 
64,16,2,2,4,16,63,19.34 
64,32,1,2,4,16,55,19.36 
128,1,16,2,4,16,47,19.39 
128,2,8,2,4,16,63,19.46 
128,4,4,2,4,16,63,19.31 
128,8,2,2,4,16,63,19.49 
128,16,1,2,4,16,55,19.4 
256,1,8,2,4,16,47,19.36 
256,2,4,2,4,16,63,19.3 
256,4,2,2,4,16,63,19.32 
256,8,1,2,4,16,55,19.35 
512,1,4,2,4,16,47,19.3 
512,2,2,2,4,16,63,19.45 
512,4,1,2,4,16,55,19.39 
1024,1,2,2,4,16,47,19.49 
1024,2,1,2,4,16,55,19.28 
2048,1,1,2,4,16,39,19.2 
1,1,1024,4,4,16,15,11.17 
1,2,512,4,4,16,31,11.24 
1,4,256,4,4,16,31,11.21 
1,8,128,4,4,16,31,11.19 
1,16,64,4,4,16,31,11.2 
1,32,32,4,4,16,31,11.19 
1,64,16,4,4,16,31,11.22 
1,128,8,4,4,16,31,11.19 
1,256,4,4,4,16,31,11.2 
1,512,2,4,4,16,31,11.17 
1,1024,1,4,4,16,23,11.19 
2,1,512,4,4,16,47,11.15 
2,2,256,4,4,16,63,11.2 
2,4,128,4,4,16,63,11.18 
2,8,64,4,4,16,63,11.18 
2,16,32,4,4,16,63,11.18 
2,32,16,4,4,16,63,11.21 
2,64,8,4,4,16,63,11.18 
2,128,4,4,4,16,63,11.22 
2,256,2,4,4,16,63,11.21 
2,512,1,4,4,16,55,11.19 
4,1,256,4,4,16,47,11.19 
4,2,128,4,4,16,63,11.2 
4,4,64,4,4,16,63,11.19 
4,8,32,4,4,16,63,11.16 
4,16,16,4,4,16,63,11.23 
4,32,8,4,4,16,63,11.19 
4,64,4,4,4,16,63,11.22 
4,128,2,4,4,16,63,11.19 
4,256,1,4,4,16,55,11.19 
8,1,128,4,4,16,47,11.17 
8,2,64,4,4,16,63,11.17 
8,4,32,4,4,16,63,11.19 
8,8,16,4,4,16,63,11.19 
8,16,8,4,4,16,63,11.19 
8,32,4,4,4,16,63,11.23 
8,64,2,4,4,16,63,11.2 
8,128,1,4,4,16,55,11.18 
16,1,64,4,4,16,47,11.16 
16,2,32,4,4,16,63,11.2 
16,4,16,4,4,16,63,11.18 
16,8,8,4,4,16,63,11.19 
16,16,4,4,4,16,63,11.2 
16,32,2,4,4,16,63,11.19 
16,64,1,4,4,16,55,11.17 
32,1,32,4,4,16,47,11.16 
32,2,16,4,4,16,63,11.19 
32,4,8,4,4,16,63,11.22 
32,8,4,4,4,16,63,11.24 
32,16,2,4,4,16,63,11.21 
32,32,1,4,4,16,55,11.17 
64,1,16,4,4,16,47,11.19 
64,2,8,4,4,16,63,11.19 
64,4,4,4,4,16,63,11.18 
64,8,2,4,4,16,63,11.2 
64,16,1,4,4,16,55,11.2 
128,1,8,4,4,16,47,11.2 
128,2,4,4,4,16,63,11.21 
128,4,2,4,4,16,63,11.2 
128,8,1,4,4,16,55,11.16 
256,1,4,4,4,16,47,11.17 
256,2,2,4,4,16,63,11.2 
256,4,1,4,4,16,55,11.15 
512,1,2,4,4,16,47,11.22 
512,2,1,4,4,16,55,11.16 
1024,1,1,4,4,16,39,11.17 
1,1,512,8,4,16,15,5.82 
1,2,256,8,4,16,31,5.8 
1,4,128,8,4,16,31,5.8 
1,8,64,8,4,16,31,5.8 
1,16,32,8,4,16,31,5.8 
1,32,16,8,4,16,31,5.8 
1,64,8,8,4,16,31,5.8 
1,128,4,8,4,16,31,5.8 
1,256,2,8,4,16,31,5.8 
1,512,1,8,4,16,23,5.8 
2,1,256,8,4,16,47,5.79 
2,2,128,8,4,16,63,5.8 
2,4,64,8,4,16,63,5.8 
2,8,32,8,4,16,63,5.8 
2,16,16,8,4,16,63,5.8 
2,32,8,8,4,16,63,5.8 
2,64,4,8,4,16,63,5.8 
2,128,2,8,4,16,63,5.8 
2,256,1,8,4,16,55,5.79 
4,1,128,8,4,16,47,5.79 
4,2,64,8,4,16,63,5.8 
4,4,32,8,4,16,63,5.8 
4,8,16,8,4,16,63,5.8 
4,16,8,8,4,16,63,5.8 
4,32,4,8,4,16,63,5.79 
4,64,2,8,4,16,63,5.8 
4,128,1,8,4,16,55,5.79 
8,1,64,8,4,16,47,5.8 
8,2,32,8,4,16,63,5.79 
8,4,16,8,4,16,63,5.8 
8,8,8,8,4,16,63,5.81 
8,16,4,8,4,16,63,5.8 
8,32,2,8,4,16,63,5.8 
8,64,1,8,4,16,55,5.79 
16,1,32,8,4,16,47,5.8 
16,2,16,8,4,16,63,5.79 
16,4,8,8,4,16,63,5.8 
16,8,4,8,4,16,63,5.79 
16,16,2,8,4,16,63,5.8 
16,32,1,8,4,16,55,5.79 
32,1,16,8,4,16,47,5.79 
32,2,8,8,4,16,63,5.8 
32,4,4,8,4,16,63,5.81 
32,8,2,8,4,16,63,5.81 
32,16,1,8,4,16,55,5.8 
64,1,8,8,4,16,47,5.79 
64,2,4,8,4,16,63,5.79 
64,4,2,8,4,16,63,5.8 
64,8,1,8,4,16,55,5.79 
128,1,4,8,4,16,47,5.79 
