gx,gy,gz,bx,by,bz,funcId,smefficiency 
2,64,16,16,4,2,63,19.1 
2,128,8,16,4,2,63,19.37 
2,256,4,16,4,2,63,19.18 
2,512,2,16,4,2,63,19.02 
2,1024,1,16,4,2,55,19.09 
4,1,512,16,4,2,47,19.27 
4,2,256,16,4,2,63,19.32 
4,4,128,16,4,2,63,19.1 
4,8,64,16,4,2,63,19.09 
4,16,32,16,4,2,63,19.11 
4,32,16,16,4,2,63,19.22 
4,64,8,16,4,2,63,19.12 
4,128,4,16,4,2,63,19.15 
4,256,2,16,4,2,63,19.15 
4,512,1,16,4,2,55,19.38 
8,1,256,16,4,2,47,19.05 
8,2,128,16,4,2,63,19.34 
8,4,64,16,4,2,63,19.11 
8,8,32,16,4,2,63,19.2 
8,16,16,16,4,2,63,19.04 
8,32,8,16,4,2,63,19.06 
8,64,4,16,4,2,63,19.1 
8,128,2,16,4,2,63,19.06 
8,256,1,16,4,2,55,19.04 
16,1,128,16,4,2,47,19.12 
16,2,64,16,4,2,63,19.22 
16,4,32,16,4,2,63,19.3 
16,8,16,16,4,2,63,19.31 
16,16,8,16,4,2,63,19.0 
16,32,4,16,4,2,63,19.26 
16,64,2,16,4,2,63,19.32 
16,128,1,16,4,2,55,19.18 
32,1,64,16,4,2,47,19.12 
32,2,32,16,4,2,63,19.13 
32,4,16,16,4,2,63,19.16 
32,8,8,16,4,2,63,19.12 
32,16,4,16,4,2,63,19.29 
32,32,2,16,4,2,63,19.12 
32,64,1,16,4,2,55,19.09 
64,1,32,16,4,2,47,19.14 
64,2,16,16,4,2,63,19.08 
64,4,8,16,4,2,63,19.23 
64,8,4,16,4,2,63,19.27 
64,16,2,16,4,2,63,19.35 
64,32,1,16,4,2,55,19.23 
128,1,16,16,4,2,47,19.18 
128,2,8,16,4,2,63,19.42 
128,4,4,16,4,2,63,19.28 
128,8,2,16,4,2,63,19.14 
128,16,1,16,4,2,55,19.08 
256,1,8,16,4,2,47,19.16 
256,2,4,16,4,2,63,19.25 
256,4,2,16,4,2,63,19.34 
256,8,1,16,4,2,55,19.15 
512,1,4,16,4,2,47,19.07 
512,2,2,16,4,2,63,19.07 
512,4,1,16,4,2,55,19.29 
1024,1,2,16,4,2,47,18.95 
1024,2,1,16,4,2,55,19.31 
2048,1,1,16,4,2,39,19.38 
1,1,1024,32,4,2,15,11.16 
1,2,512,32,4,2,31,11.16 
1,4,256,32,4,2,31,11.17 
1,8,128,32,4,2,31,11.19 
1,16,64,32,4,2,31,11.16 
1,32,32,32,4,2,31,11.15 
1,64,16,32,4,2,31,11.16 
1,128,8,32,4,2,31,11.15 
1,256,4,32,4,2,31,11.14 
1,512,2,32,4,2,31,11.17 
1,1024,1,32,4,2,23,11.16 
2,1,512,32,4,2,47,11.14 
2,2,256,32,4,2,63,11.17 
2,4,128,32,4,2,63,11.17 
2,8,64,32,4,2,63,11.18 
2,16,32,32,4,2,63,11.19 
2,32,16,32,4,2,63,11.19 
2,64,8,32,4,2,63,11.16 
2,128,4,32,4,2,63,11.25 
2,256,2,32,4,2,63,11.18 
2,512,1,32,4,2,55,11.17 
4,1,256,32,4,2,47,11.19 
4,2,128,32,4,2,63,11.18 
4,4,64,32,4,2,63,11.16 
4,8,32,32,4,2,63,11.21 
4,16,16,32,4,2,63,11.21 
4,32,8,32,4,2,63,11.18 
4,64,4,32,4,2,63,11.17 
4,128,2,32,4,2,63,11.19 
4,256,1,32,4,2,55,11.19 
8,1,128,32,4,2,47,11.2 
8,2,64,32,4,2,63,11.19 
8,4,32,32,4,2,63,11.23 
8,8,16,32,4,2,63,11.16 
8,16,8,32,4,2,63,11.21 
8,32,4,32,4,2,63,11.19 
8,64,2,32,4,2,63,11.18 
8,128,1,32,4,2,55,11.17 
16,1,64,32,4,2,47,11.17 
16,2,32,32,4,2,63,11.2 
16,4,16,32,4,2,63,11.17 
16,8,8,32,4,2,63,11.21 
16,16,4,32,4,2,63,11.18 
16,32,2,32,4,2,63,11.2 
16,64,1,32,4,2,55,11.16 
32,1,32,32,4,2,47,11.16 
32,2,16,32,4,2,63,11.15 
32,4,8,32,4,2,63,11.18 
32,8,4,32,4,2,63,11.2 
32,16,2,32,4,2,63,11.18 
32,32,1,32,4,2,55,11.19 
64,1,16,32,4,2,47,11.18 
64,2,8,32,4,2,63,11.21 
64,4,4,32,4,2,63,11.17 
64,8,2,32,4,2,63,11.18 
64,16,1,32,4,2,55,11.15 
128,1,8,32,4,2,47,11.17 
128,2,4,32,4,2,63,11.19 
128,4,2,32,4,2,63,11.18 
128,8,1,32,4,2,55,11.15 
256,1,4,32,4,2,47,11.18 
256,2,2,32,4,2,63,11.18 
256,4,1,32,4,2,55,11.19 
512,1,2,32,4,2,47,11.15 
512,2,1,32,4,2,55,11.15 
1024,1,1,32,4,2,39,11.17 
1,1,512,64,4,2,15,5.79 
1,2,256,64,4,2,31,5.79 
1,4,128,64,4,2,31,5.8 
1,8,64,64,4,2,31,5.81 
1,16,32,64,4,2,31,5.81 
1,32,16,64,4,2,31,5.79 
1,64,8,64,4,2,31,5.79 
1,128,4,64,4,2,31,5.79 
1,256,2,64,4,2,31,5.81 
1,512,1,64,4,2,23,5.79 
2,1,256,64,4,2,47,5.79 
2,2,128,64,4,2,63,5.79 
2,4,64,64,4,2,63,5.8 
2,8,32,64,4,2,63,5.8 
2,16,16,64,4,2,63,5.79 
2,32,8,64,4,2,63,5.79 
2,64,4,64,4,2,63,5.79 
2,128,2,64,4,2,63,5.81 
2,256,1,64,4,2,55,5.81 
4,1,128,64,4,2,47,5.79 
4,2,64,64,4,2,63,5.8 
4,4,32,64,4,2,63,5.79 
4,8,16,64,4,2,63,5.79 
4,16,8,64,4,2,63,5.8 
4,32,4,64,4,2,63,5.8 
4,64,2,64,4,2,63,5.8 
4,128,1,64,4,2,55,5.79 
8,1,64,64,4,2,47,5.79 
8,2,32,64,4,2,63,5.8 
8,4,16,64,4,2,63,5.8 
8,8,8,64,4,2,63,5.8 
8,16,4,64,4,2,63,5.79 
8,32,2,64,4,2,63,5.79 
8,64,1,64,4,2,55,5.79 
16,1,32,64,4,2,47,5.79 
16,2,16,64,4,2,63,5.79 
16,4,8,64,4,2,63,5.78 
16,8,4,64,4,2,63,5.79 
16,16,2,64,4,2,63,5.81 
16,32,1,64,4,2,55,5.79 
32,1,16,64,4,2,47,5.81 
32,2,8,64,4,2,63,5.8 
32,4,4,64,4,2,63,5.8 
32,8,2,64,4,2,63,5.79 
32,16,1,64,4,2,55,5.79 
64,1,8,64,4,2,47,5.8 
64,2,4,64,4,2,63,5.8 
64,4,2,64,4,2,63,5.81 
64,8,1,64,4,2,55,5.81 
128,1,4,64,4,2,47,5.79 
128,2,2,64,4,2,63,5.75 
128,4,1,64,4,2,55,5.8 
256,1,2,64,4,2,47,5.79 
256,2,1,64,4,2,55,5.79 
512,1,1,64,4,2,39,5.79 
1,1,256,128,4,2,15,5.77 
1,2,128,128,4,2,31,5.77 
1,4,64,128,4,2,31,5.77 
1,8,32,128,4,2,31,5.76 
1,16,16,128,4,2,31,5.77 
1,32,8,128,4,2,31,5.77 
1,64,4,128,4,2,31,5.76 
1,128,2,128,4,2,31,5.77 
1,256,1,128,4,2,23,5.78 
2,1,128,128,4,2,47,5.77 
2,2,64,128,4,2,63,5.78 
2,4,32,128,4,2,63,5.76 
2,8,16,128,4,2,63,5.77 
2,16,8,128,4,2,63,5.77 
2,32,4,128,4,2,63,5.82 
2,64,2,128,4,2,63,5.75 
2,128,1,128,4,2,55,5.77 
4,1,64,128,4,2,47,5.77 
4,2,32,128,4,2,63,5.79 
4,4,16,128,4,2,63,5.8 
4,8,8,128,4,2,63,5.79 
4,16,4,128,4,2,63,5.8 
4,32,2,128,4,2,63,5.81 
4,64,1,128,4,2,55,5.78 
8,1,32,128,4,2,47,5.77 
8,2,16,128,4,2,63,5.81 
8,4,8,128,4,2,63,5.8 
8,8,4,128,4,2,63,5.8 
8,16,2,128,4,2,63,5.79 
8,32,1,128,4,2,55,5.77 
16,1,16,128,4,2,47,5.77 
16,2,8,128,4,2,63,5.81 
16,4,4,128,4,2,63,5.8 
16,8,2,128,4,2,63,5.79 
16,16,1,128,4,2,55,5.77 
32,1,8,128,4,2,47,5.76 
32,2,4,128,4,2,63,5.82 
32,4,2,128,4,2,63,5.81 
32,8,1,128,4,2,55,5.77 
64,1,4,128,4,2,47,5.78 
64,2,2,128,4,2,63,5.78 
64,4,1,128,4,2,55,5.77 
128,1,2,128,4,2,47,5.78 
128,2,1,128,4,2,55,5.77 
256,1,1,128,4,2,39,5.77 
1,1,8192,2,8,2,15,58.24 
1,2,4096,2,8,2,31,58.34 
1,4,2048,2,8,2,31,58.48 
1,8,1024,2,8,2,31,58.67 
1,16,512,2,8,2,31,58.6 
1,32,256,2,8,2,31,58.44 
1,64,128,2,8,2,31,58.29 
1,128,64,2,8,2,31,58.06 
1,256,32,2,8,2,31,58.54 
1,512,16,2,8,2,31,57.93 
1,1024,8,2,8,2,31,57.83 
1,2048,4,2,8,2,31,58.59 
1,4096,2,2,8,2,31,58.15 
1,8192,1,2,8,2,23,57.7 
2,1,4096,2,8,2,47,57.78 
2,2,2048,2,8,2,63,57.84 
2,4,1024,2,8,2,63,58.06 
2,8,512,2,8,2,63,57.85 
2,16,256,2,8,2,63,58.15 
2,32,128,2,8,2,63,57.72 
2,64,64,2,8,2,63,58.46 
2,128,32,2,8,2,63,58.28 
2,256,16,2,8,2,63,58.33 
2,512,8,2,8,2,63,58.03 
2,1024,4,2,8,2,63,58.6 
2,2048,2,2,8,2,63,58.39 
2,4096,1,2,8,2,55,58.58 
4,1,2048,2,8,2,47,57.99 
4,2,1024,2,8,2,63,58.69 
4,4,512,2,8,2,63,58.41 
4,8,256,2,8,2,63,58.69 
4,16,128,2,8,2,63,58.62 
4,32,64,2,8,2,63,58.76 
4,64,32,2,8,2,63,58.54 
4,128,16,2,8,2,63,58.27 
4,256,8,2,8,2,63,58.33 
4,512,4,2,8,2,63,58.32 
4,1024,2,2,8,2,63,56.43 
4,2048,1,2,8,2,55,58.67 
8,1,1024,2,8,2,47,57.41 
8,2,512,2,8,2,63,58.0 
8,4,256,2,8,2,63,57.26 
8,8,128,2,8,2,63,57.87 
8,16,64,2,8,2,63,58.48 
8,32,32,2,8,2,63,57.78 
8,64,16,2,8,2,63,57.83 
8,128,8,2,8,2,63,58.64 
8,256,4,2,8,2,63,58.39 
8,512,2,2,8,2,63,58.13 
8,1024,1,2,8,2,55,57.63 
16,1,512,2,8,2,47,58.56 
16,2,256,2,8,2,63,58.55 
16,4,128,2,8,2,63,58.41 
16,8,64,2,8,2,63,57.83 
16,16,32,2,8,2,63,58.1 
16,32,16,2,8,2,63,55.88 
16,64,8,2,8,2,63,56.35 
16,128,4,2,8,2,63,58.66 
16,256,2,2,8,2,63,58.38 
16,512,1,2,8,2,55,58.07 
32,1,256,2,8,2,47,58.18 
32,2,128,2,8,2,63,57.84 
32,4,64,2,8,2,63,58.03 
32,8,32,2,8,2,63,58.74 
32,16,16,2,8,2,63,58.34 
32,32,8,2,8,2,63,58.29 
32,64,4,2,8,2,63,58.33 
32,128,2,2,8,2,63,57.84 
32,256,1,2,8,2,55,58.46 
64,1,128,2,8,2,47,58.44 
64,2,64,2,8,2,63,58.54 
64,4,32,2,8,2,63,58.58 
64,8,16,2,8,2,63,58.35 
64,16,8,2,8,2,63,58.25 
64,32,4,2,8,2,63,58.5 
64,64,2,2,8,2,63,58.34 
64,128,1,2,8,2,55,58.45 
128,1,64,2,8,2,47,58.08 
128,2,32,2,8,2,63,58.11 
128,4,16,2,8,2,63,58.26 
128,8,8,2,8,2,63,58.36 
128,16,4,2,8,2,63,58.22 
128,32,2,2,8,2,63,58.76 
128,64,1,2,8,2,55,58.46 
256,1,32,2,8,2,47,58.46 
256,2,16,2,8,2,63,58.51 
256,4,8,2,8,2,63,58.67 
256,8,4,2,8,2,63,58.69 
256,16,2,2,8,2,63,57.95 
256,32,1,2,8,2,55,58.51 
512,1,16,2,8,2,47,58.49 
512,2,8,2,8,2,63,58.41 
512,4,4,2,8,2,63,58.41 
512,8,2,2,8,2,63,58.66 
512,16,1,2,8,2,55,57.79 
1024,1,8,2,8,2,47,57.96 
1024,2,4,2,8,2,63,58.6 
1024,4,2,2,8,2,63,57.88 
1024,8,1,2,8,2,55,56.53 
2048,1,4,2,8,2,47,57.98 
2048,2,2,2,8,2,63,58.18 
2048,4,1,2,8,2,55,58.66 
4096,1,2,2,8,2,47,58.23 
4096,2,1,2,8,2,55,58.2 
8192,1,1,2,8,2,39,58.43 
1,1,4096,4,8,2,15,32.81 
1,2,2048,4,8,2,31,32.91 
1,4,1024,4,8,2,31,32.45 
1,8,512,4,8,2,31,32.52 
1,16,256,4,8,2,31,32.51 
1,32,128,4,8,2,31,32.46 
1,64,64,4,8,2,31,32.63 
1,128,32,4,8,2,31,33.14 
1,256,16,4,8,2,31,32.48 
1,512,8,4,8,2,31,32.48 
1,1024,4,4,8,2,31,32.42 
1,2048,2,4,8,2,31,32.51 
1,4096,1,4,8,2,23,32.51 
2,1,2048,4,8,2,47,32.35 
2,2,1024,4,8,2,63,31.67 
2,4,512,4,8,2,63,32.45 
2,8,256,4,8,2,63,31.83 
2,16,128,4,8,2,63,32.53 
2,32,64,4,8,2,63,32.52 
2,64,32,4,8,2,63,32.52 
2,128,16,4,8,2,63,32.23 
2,256,8,4,8,2,63,32.36 
2,512,4,4,8,2,63,32.75 
2,1024,2,4,8,2,63,32.54 
2,2048,1,4,8,2,55,32.86 
4,1,1024,4,8,2,47,32.58 
4,2,512,4,8,2,63,32.85 
4,4,256,4,8,2,63,32.45 
4,8,128,4,8,2,63,33.1 
4,16,64,4,8,2,63,32.83 
4,32,32,4,8,2,63,33.1 
4,64,16,4,8,2,63,32.48 
4,128,8,4,8,2,63,33.06 
4,256,4,4,8,2,63,33.04 
4,512,2,4,8,2,63,32.63 
4,1024,1,4,8,2,55,32.94 
8,1,512,4,8,2,47,32.89 
8,2,256,4,8,2,63,33.04 
8,4,128,4,8,2,63,32.91 
8,8,64,4,8,2,63,33.06 
8,16,32,4,8,2,63,33.09 
8,32,16,4,8,2,63,32.55 
8,64,8,4,8,2,63,32.42 
8,128,4,4,8,2,63,33.05 
8,256,2,4,8,2,63,33.0 
8,512,1,4,8,2,55,33.05 
16,1,256,4,8,2,47,33.0 
16,2,128,4,8,2,63,32.87 
16,4,64,4,8,2,63,33.03 
16,8,32,4,8,2,63,33.01 
16,16,16,4,8,2,63,33.05 
16,32,8,4,8,2,63,32.56 
16,64,4,4,8,2,63,32.55 
16,128,2,4,8,2,63,32.6 
16,256,1,4,8,2,55,32.4 
32,1,128,4,8,2,47,32.63 
32,2,64,4,8,2,63,32.52 
32,4,32,4,8,2,63,32.46 
32,8,16,4,8,2,63,32.6 
32,16,8,4,8,2,63,31.64 
32,32,4,4,8,2,63,32.44 
32,64,2,4,8,2,63,32.56 
32,128,1,4,8,2,55,32.59 
64,1,64,4,8,2,47,32.54 
64,2,32,4,8,2,63,32.94 
64,4,16,4,8,2,63,32.4 
64,8,8,4,8,2,63,32.41 
64,16,4,4,8,2,63,32.45 
64,32,2,4,8,2,63,32.56 
64,64,1,4,8,2,55,33.05 
128,1,32,4,8,2,47,32.56 
128,2,16,4,8,2,63,32.44 
128,4,8,4,8,2,63,32.8 
128,8,4,4,8,2,63,32.51 
128,16,2,4,8,2,63,32.56 
128,32,1,4,8,2,55,32.46 
256,1,16,4,8,2,47,32.52 
256,2,8,4,8,2,63,32.59 
256,4,4,4,8,2,63,32.48 
256,8,2,4,8,2,63,32.48 
256,16,1,4,8,2,55,33.01 
512,1,8,4,8,2,47,33.04 
512,2,4,4,8,2,63,33.0 
512,4,2,4,8,2,63,32.77 
512,8,1,4,8,2,55,32.46 
1024,1,4,4,8,2,47,32.53 
1024,2,2,4,8,2,63,32.56 
1024,4,1,4,8,2,55,32.76 
2048,1,2,4,8,2,47,31.5 
2048,2,1,4,8,2,55,32.56 
4096,1,1,4,8,2,39,32.99 
1,1,2048,8,8,2,15,19.46 
1,2,1024,8,8,2,31,18.96 
1,4,512,8,8,2,31,19.49 
1,8,256,8,8,2,31,18.97 
1,16,128,8,8,2,31,19.0 
1,32,64,8,8,2,31,18.96 
1,64,32,8,8,2,31,19.2 
1,128,16,8,8,2,31,19.24 
1,256,8,8,8,2,31,18.84 
1,512,4,8,8,2,31,18.93 
1,1024,2,8,8,2,31,19.34 
1,2048,1,8,8,2,23,19.26 
2,1,1024,8,8,2,47,18.97 
2,2,512,8,8,2,63,19.07 
2,4,256,8,8,2,63,18.83 
2,8,128,8,8,2,63,18.83 
2,16,64,8,8,2,63,18.97 
2,32,32,8,8,2,63,18.94 
2,64,16,8,8,2,63,19.12 
2,128,8,8,8,2,63,19.06 
2,256,4,8,8,2,63,18.96 
2,512,2,8,8,2,63,18.92 
2,1024,1,8,8,2,55,19.38 
4,1,512,8,8,2,47,19.37 
4,2,256,8,8,2,63,19.45 
4,4,128,8,8,2,63,19.48 
4,8,64,8,8,2,63,19.35 
4,16,32,8,8,2,63,19.07 
4,32,16,8,8,2,63,19.04 
4,64,8,8,8,2,63,19.0 
4,128,4,8,8,2,63,19.0 
4,256,2,8,8,2,63,19.05 
4,512,1,8,8,2,55,18.62 
8,1,256,8,8,2,47,18.66 
8,2,128,8,8,2,63,19.47 
8,4,64,8,8,2,63,18.96 
8,8,32,8,8,2,63,19.09 
8,16,16,8,8,2,63,18.98 
8,32,8,8,8,2,63,19.32 
8,64,4,8,8,2,63,19.34 
8,128,2,8,8,2,63,18.91 
8,256,1,8,8,2,55,19.27 
16,1,128,8,8,2,47,19.23 
16,2,64,8,8,2,63,19.32 
16,4,32,8,8,2,63,18.95 
16,8,16,8,8,2,63,19.18 
16,16,8,8,8,2,63,18.98 
16,32,4,8,8,2,63,19.0 
16,64,2,8,8,2,63,18.98 
16,128,1,8,8,2,55,18.8 
32,1,64,8,8,2,47,18.9 
32,2,32,8,8,2,63,19.38 
32,4,16,8,8,2,63,19.12 
32,8,8,8,8,2,63,19.32 
32,16,4,8,8,2,63,19.06 
32,32,2,8,8,2,63,19.05 
32,64,1,8,8,2,55,19.12 
64,1,32,8,8,2,47,19.33 
64,2,16,8,8,2,63,18.9 
64,4,8,8,8,2,63,18.96 
64,8,4,8,8,2,63,18.94 
64,16,2,8,8,2,63,19.05 
64,32,1,8,8,2,55,19.39 
128,1,16,8,8,2,47,18.95 
128,2,8,8,8,2,63,19.19 
128,4,4,8,8,2,63,18.99 
128,8,2,8,8,2,63,19.21 
128,16,1,8,8,2,55,19.02 
256,1,8,8,8,2,47,19.08 
256,2,4,8,8,2,63,19.01 
256,4,2,8,8,2,63,19.01 
256,8,1,8,8,2,55,19.44 
512,1,4,8,8,2,47,19.15 
512,2,2,8,8,2,63,19.29 
512,4,1,8,8,2,55,18.9 
1024,1,2,8,8,2,47,19.09 
1024,2,1,8,8,2,55,19.24 
2048,1,1,8,8,2,39,19.25 
1,1,1024,16,8,2,15,11.17 
1,2,512,16,8,2,31,11.15 
1,4,256,16,8,2,31,11.18 
1,8,128,16,8,2,31,11.16 
1,16,64,16,8,2,31,11.17 
1,32,32,16,8,2,31,11.15 
1,64,16,16,8,2,31,11.16 
1,128,8,16,8,2,31,11.16 
1,256,4,16,8,2,31,11.2 
1,512,2,16,8,2,31,11.19 
1,1024,1,16,8,2,23,11.17 
2,1,512,16,8,2,47,11.14 
2,2,256,16,8,2,63,11.18 
2,4,128,16,8,2,63,11.21 
2,8,64,16,8,2,63,11.19 
2,16,32,16,8,2,63,11.19 
2,32,16,16,8,2,63,11.17 
2,64,8,16,8,2,63,11.19 
2,128,4,16,8,2,63,11.22 
2,256,2,16,8,2,63,11.18 
2,512,1,16,8,2,55,11.18 
4,1,256,16,8,2,47,11.17 
4,2,128,16,8,2,63,11.2 
4,4,64,16,8,2,63,11.16 
4,8,32,16,8,2,63,11.01 
4,16,16,16,8,2,63,11.22 
4,32,8,16,8,2,63,11.22 
4,64,4,16,8,2,63,11.17 
4,128,2,16,8,2,63,11.23 
4,256,1,16,8,2,55,11.16 
8,1,128,16,8,2,47,11.18 
8,2,64,16,8,2,63,11.19 
8,4,32,16,8,2,63,11.2 
8,8,16,16,8,2,63,11.18 
8,16,8,16,8,2,63,11.2 
8,32,4,16,8,2,63,11.11 
8,64,2,16,8,2,63,11.2 
8,128,1,16,8,2,55,11.17 
16,1,64,16,8,2,47,11.19 
16,2,32,16,8,2,63,11.18 
16,4,16,16,8,2,63,11.17 
16,8,8,16,8,2,63,11.21 
16,16,4,16,8,2,63,11.18 
16,32,2,16,8,2,63,11.18 
16,64,1,16,8,2,55,11.2 
32,1,32,16,8,2,47,11.17 
32,2,16,16,8,2,63,11.25 
32,4,8,16,8,2,63,11.19 
32,8,4,16,8,2,63,11.19 
32,16,2,16,8,2,63,11.18 
32,32,1,16,8,2,55,11.23 
64,1,16,16,8,2,47,11.15 
64,2,8,16,8,2,63,11.17 
64,4,4,16,8,2,63,11.2 
64,8,2,16,8,2,63,11.2 
64,16,1,16,8,2,55,11.18 
128,1,8,16,8,2,47,11.17 
128,2,4,16,8,2,63,11.12 
128,4,2,16,8,2,63,11.12 
128,8,1,16,8,2,55,11.09 
256,1,4,16,8,2,47,11.17 
256,2,2,16,8,2,63,11.16 
256,4,1,16,8,2,55,11.18 
512,1,2,16,8,2,47,11.19 
512,2,1,16,8,2,55,11.15 
1024,1,1,16,8,2,39,11.19 
1,1,512,32,8,2,15,5.78 
1,2,256,32,8,2,31,5.79 
1,4,128,32,8,2,31,5.78 
1,8,64,32,8,2,31,5.79 
1,16,32,32,8,2,31,5.79 
1,32,16,32,8,2,31,5.79 
1,64,8,32,8,2,31,5.79 
1,128,4,32,8,2,31,5.8 
1,256,2,32,8,2,31,5.79 
1,512,1,32,8,2,23,5.81 
2,1,256,32,8,2,47,5.79 
2,2,128,32,8,2,63,5.8 
2,4,64,32,8,2,63,5.8 
2,8,32,32,8,2,63,5.81 
2,16,16,32,8,2,63,5.79 
2,32,8,32,8,2,63,5.8 
2,64,4,32,8,2,63,5.8 
2,128,2,32,8,2,63,5.8 
2,256,1,32,8,2,55,5.8 
4,1,128,32,8,2,47,5.79 
4,2,64,32,8,2,63,5.83 
4,4,32,32,8,2,63,5.81 
4,8,16,32,8,2,63,5.8 
4,16,8,32,8,2,63,5.8 
4,32,4,32,8,2,63,5.76 
4,64,2,32,8,2,63,5.81 
4,128,1,32,8,2,55,5.8 
8,1,64,32,8,2,47,5.8 
8,2,32,32,8,2,63,5.77 
8,4,16,32,8,2,63,5.8 
8,8,8,32,8,2,63,5.8 
8,16,4,32,8,2,63,5.77 
8,32,2,32,8,2,63,5.82 
8,64,1,32,8,2,55,5.8 
16,1,32,32,8,2,47,5.8 
16,2,16,32,8,2,63,5.8 
16,4,8,32,8,2,63,5.73 
16,8,4,32,8,2,63,5.81 
16,16,2,32,8,2,63,5.79 
16,32,1,32,8,2,55,5.8 
32,1,16,32,8,2,47,5.78 
32,2,8,32,8,2,63,5.8 
32,4,4,32,8,2,63,5.79 
32,8,2,32,8,2,63,5.79 
32,16,1,32,8,2,55,5.79 
64,1,8,32,8,2,47,5.79 
64,2,4,32,8,2,63,5.8 
64,4,2,32,8,2,63,5.79 
64,8,1,32,8,2,55,5.81 
128,1,4,32,8,2,47,5.78 
128,2,2,32,8,2,63,5.79 
128,4,1,32,8,2,55,5.79 
256,1,2,32,8,2,47,5.79 
256,2,1,32,8,2,55,5.79 
512,1,1,32,8,2,39,5.81 
1,1,256,64,8,2,15,5.78 
1,2,128,64,8,2,31,5.8 
1,4,64,64,8,2,31,5.78 
1,8,32,64,8,2,31,5.81 
1,16,16,64,8,2,31,5.76 
1,32,8,64,8,2,31,5.81 
1,64,4,64,8,2,31,5.81 
1,128,2,64,8,2,31,5.79 
1,256,1,64,8,2,23,5.76 
2,1,128,64,8,2,47,5.78 
2,2,64,64,8,2,63,5.78 
2,4,32,64,8,2,63,5.75 
2,8,16,64,8,2,63,5.78 
2,16,8,64,8,2,63,5.78 
2,32,4,64,8,2,63,5.77 
2,64,2,64,8,2,63,5.76 
2,128,1,64,8,2,55,5.8 
4,1,64,64,8,2,47,5.76 
4,2,32,64,8,2,63,5.78 
4,4,16,64,8,2,63,5.78 
4,8,8,64,8,2,63,5.78 
4,16,4,64,8,2,63,5.75 
4,32,2,64,8,2,63,5.76 
4,64,1,64,8,2,55,5.79 
8,1,32,64,8,2,47,5.79 
8,2,16,64,8,2,63,5.77 
8,4,8,64,8,2,63,5.76 
8,8,4,64,8,2,63,5.77 
8,16,2,64,8,2,63,5.75 
8,32,1,64,8,2,55,5.8 
16,1,16,64,8,2,47,5.76 
16,2,8,64,8,2,63,5.77 
16,4,4,64,8,2,63,5.75 
16,8,2,64,8,2,63,5.77 
16,16,1,64,8,2,55,5.75 
32,1,8,64,8,2,47,5.81 
32,2,4,64,8,2,63,5.77 
32,4,2,64,8,2,63,5.76 
32,8,1,64,8,2,55,5.81 
64,1,4,64,8,2,47,5.81 
64,2,2,64,8,2,63,5.75 
64,4,1,64,8,2,55,5.8 
128,1,2,64,8,2,47,5.8 
128,2,1,64,8,2,55,5.82 
256,1,1,64,8,2,39,5.79 
1,1,8192,1,16,2,11,57.26 
1,2,4096,1,16,2,27,57.38 
1,4,2048,1,16,2,27,57.98 
1,8,1024,1,16,2,27,57.76 
1,16,512,1,16,2,27,57.44 
1,32,256,1,16,2,27,57.89 
1,64,128,1,16,2,27,58.17 
1,128,64,1,16,2,27,57.63 
1,256,32,1,16,2,27,58.07 
1,512,16,1,16,2,27,57.37 
1,1024,8,1,16,2,27,58.12 
1,2048,4,1,16,2,27,57.25 
1,4096,2,1,16,2,27,57.79 
1,8192,1,1,16,2,19,57.83 
2,1,4096,1,16,2,43,57.61 
2,2,2048,1,16,2,59,57.63 
2,4,1024,1,16,2,59,57.83 
2,8,512,1,16,2,59,58.15 
2,16,256,1,16,2,59,57.78 
2,32,128,1,16,2,59,57.54 
2,64,64,1,16,2,59,58.33 
2,128,32,1,16,2,59,57.75 
2,256,16,1,16,2,59,57.28 
2,512,8,1,16,2,59,58.45 
2,1024,4,1,16,2,59,57.38 
2,2048,2,1,16,2,59,58.51 
2,4096,1,1,16,2,51,58.61 
4,1,2048,1,16,2,43,58.55 
4,2,1024,1,16,2,59,58.25 
4,4,512,1,16,2,59,58.44 
4,8,256,1,16,2,59,58.39 
4,16,128,1,16,2,59,58.38 
4,32,64,1,16,2,59,58.24 
4,64,32,1,16,2,59,57.95 
4,128,16,1,16,2,59,58.54 
4,256,8,1,16,2,59,58.45 
4,512,4,1,16,2,59,58.5 
4,1024,2,1,16,2,59,58.47 
4,2048,1,1,16,2,51,58.85 
8,1,1024,1,16,2,43,58.22 
8,2,512,1,16,2,59,58.18 
8,4,256,1,16,2,59,58.07 
8,8,128,1,16,2,59,58.23 
8,16,64,1,16,2,59,58.44 
8,32,32,1,16,2,59,58.54 
8,64,16,1,16,2,59,57.49 
8,128,8,1,16,2,59,58.45 
8,256,4,1,16,2,59,57.89 
8,512,2,1,16,2,59,57.92 
8,1024,1,1,16,2,51,57.51 
16,1,512,1,16,2,43,58.03 
16,2,256,1,16,2,59,57.83 
16,4,128,1,16,2,59,57.73 
16,8,64,1,16,2,59,57.99 
16,16,32,1,16,2,59,58.25 
16,32,16,1,16,2,59,57.43 
16,64,8,1,16,2,59,57.59 
16,128,4,1,16,2,59,57.5 
16,256,2,1,16,2,59,57.35 
16,512,1,1,16,2,51,58.41 
32,1,256,1,16,2,43,58.39 
32,2,128,1,16,2,59,57.97 
32,4,64,1,16,2,59,58.09 
32,8,32,1,16,2,59,57.92 
