gx,gy,gz,bx,by,bz,smefficiency
512,1,16,4,4,2,98.9
128,4,2,2,4,32,19.07
1,2048,4,4,8,1,98.65
8,8,128,1,16,2,98.75
1,512,16,1,4,8,98.66
1,4,256,2,8,16,19.09
4,8,8,1024,1,1,10.2
4,128,4,1,8,16,35.11
8,16,2,64,16,1,10.21
64,128,1,2,4,4,98.8
4,2,64,2,8,32,10.22
128,2,4,4,8,8,19.11
256,2,8,1,4,16,67.25
1,256,4,2,16,8,19.1
32,8,4,1,64,4,19.08
2,128,1,4,32,8,10.24
128,16,4,16,2,1,98.88
1,128,8,1,64,4,19.08
1,16,16,8,128,1,10.2
64,64,2,16,2,1,98.66
2,64,4,2,8,32,10.21
16,8,32,8,8,1,67.25
4,2,64,16,4,8,10.21
64,1,8,16,8,4,10.22
32,4,2,4,16,16,10.22
8,128,2,128,1,1,35.17
4,256,2,16,1,8,35.18
16,4,32,4,16,2,35.2
64,32,4,4,8,1,98.73
2,256,8,2,16,2,67.31
2,4096,1,32,1,1,98.82
1,1024,8,2,2,8,98.8
16,16,2,4,8,16,10.21
8,128,2,8,16,1,35.17
64,4,1,2,128,4,10.24
1,4,512,64,1,2,35.13
128,4,2,8,32,1,19.05
4096,2,1,2,4,4,98.88
2,32,8,32,4,4,10.21
4,128,2,4,16,4,19.08
1,1,512,2,128,2,10.19
8,2,128,32,2,2,35.19
1,64,64,2,16,2,67.32
1,64,16,256,1,1,19.04
1,4,1024,16,1,4,67.24
32,4,4,128,2,2,10.21
8,1,64,1,512,1,10.2
1,1,1024,1,128,2,19.04
32,8,32,8,4,1,98.84
1,1,8192,4,2,4,98.73
64,1,32,1,2,64,35.14
4,1,128,4,16,8,10.22
1,1,256,8,4,32,10.21
2,256,2,128,2,1,19.09
2048,4,1,2,8,2,98.84
8,16,2,8,64,2,10.23
1,16,128,4,1,32,35.15
256,8,1,128,1,1,35.12
8,8,32,1,64,2,35.13
4,512,2,32,2,1,67.26
32,1,256,2,16,1,98.82
16,2,64,4,16,2,35.21
64,4,2,1,32,16,10.19
16,2,64,1,4,32,35.15
32,2,16,8,8,4,19.12
64,2,16,64,2,1,35.15
4,8,16,2,256,1,10.19
4,4,16,512,1,2,10.24
8,32,32,1,1,32,98.77
1,2,128,16,64,1,10.21
512,1,4,2,2,32,35.2
1,16,32,128,2,2,10.2
128,1,4,8,8,8,10.21
4,512,1,32,4,1,35.16
2,2,1024,1,16,4,67.25
8,128,8,1,16,2,98.64
128,4,2,128,1,2,19.11
32,1,64,2,32,2,35.24
32,8,1,128,4,2,10.25
1,256,1,2,8,64,10.21
32,1,8,64,8,2,10.25
4,8,8,512,1,2,10.25
2,2,128,4,64,2,10.21
16,128,1,8,4,4,35.22
64,4,4,32,2,4,19.11
1,2048,1,2,16,4,35.15
4,64,1,16,1,64,10.21
2,16,16,8,1,64,10.22
2,32,8,8,4,16,10.21
2,2048,1,64,1,1,67.19
1,4,128,1,128,4,10.18
64,2,4,2,128,2,10.21
32,8,1,16,2,32,10.24
1,1024,8,16,1,2,98.72
1,4,1024,1,8,8,67.22
8,2,128,1,2,64,35.13
32,8,8,8,16,1,35.15
8,128,8,4,8,1,98.67
8,256,1,4,32,1,35.15
1,1024,1,4,16,4,19.07
16,1,32,256,1,2,10.22
128,1,2,1,128,8,10.24
2,4,256,2,4,16,35.21
4,32,32,32,2,1,67.28
8,2,64,64,4,1,19.09
32,4,32,1,32,2,67.25
64,2,32,16,4,1,67.26
16,16,8,8,1,16,35.16
16,32,8,2,32,1,67.24
32,32,2,8,8,2,35.21
2,1,128,4,64,4,10.25
4,4,32,2,128,2,10.21
128,16,2,1,8,8,67.24
